text	tokenized	tok_nostem	preprocessed	label
Without their guns , they're nothing at all .	['without', 'their', 'gun', 'theyr', 'noth', 'at', 'all']	['without', 'their', 'guns', 'theyre', 'nothing', 'at', 'all']	without their gun theyr noth at all	3
Woman , go on about your business .	['woman', 'go', 'on', 'about', 'your', 'busi']	['woman', 'go', 'on', 'about', 'your', 'business']	woman go on about your busi	3
Women don't belong in the dressing room !	['women', 'dont', 'belong', 'in', 'the', 'dress', 'room']	['women', 'dont', 'belong', 'in', 'the', 'dressing', 'room']	women dont belong in the dress room	3
Women will be the death of you yet , [PERSON] .	['women', 'will', 'be', 'the', 'death', 'of', 'you', 'yet', 'person']	['women', 'will', 'be', 'the', 'death', 'of', 'you', 'yet', 'person']	women will be the death of you yet person	3
workingmen stand ready for work on Monday ... on the largest slaughterhouse outside [LOCATION] .  	['workingmen', 'stand', 'readi', 'for', 'work', 'on', 'monday', 'on', 'the', 'largest', 'slaughterhous', 'outsid', 'locat']	['workingmen', 'stand', 'ready', 'for', 'work', 'on', 'monday', 'on', 'the', 'largest', 'slaughterhouse', 'outside', 'location']	workingmen stand readi for work on monday on the largest slaughterhous outsid locat	3
Would we have approved killing him in babyhood when he was innocent , or killing his mother , or slaughtering his remote ancestors ?	['would', 'we', 'have', 'approv', 'kill', 'him', 'in', 'babyhood', 'when', 'he', 'was', 'innoc', 'or', 'kill', 'his', 'mother', 'or', 'slaughter', 'his', 'remot', 'ancestor']	['would', 'we', 'have', 'approved', 'killing', 'him', 'in', 'babyhood', 'when', 'he', 'was', 'innocent', 'or', 'killing', 'his', 'mother', 'or', 'slaughtering', 'his', 'remote', 'ancestors']	would we have approv kill him in babyhood when he was innoc or kill his mother or slaughter his remot ancestor	3
Would you like us to take a break ?	['would', 'you', 'like', 'us', 'to', 'take', 'a', 'break']	['would', 'you', 'like', 'us', 'to', 'take', 'a', 'break']	would you like us to take a break	3
Would you really wear a thing like that ?	['would', 'you', 'realli', 'wear', 'a', 'thing', 'like', 'that']	['would', 'you', 'really', 'wear', 'a', 'thing', 'like', 'that']	would you realli wear a thing like that	3, 6, 7
Wouldn't wan na mix your pleasures .	['wouldnt', 'wan', 'na', 'mix', 'your', 'pleasur']	['wouldnt', 'wan', 'na', 'mix', 'your', 'pleasures']	wouldnt wan na mix your pleasur	3
Wow . - I missed that one .	['wow', 'i', 'miss', 'that', 'one']	['wow', 'i', 'missed', 'that', 'one']	wow i miss that one	3, 7
Yeah , he's a first - class asshole , that's for sure .	['yeah', 'hes', 'a', 'first', 'class', 'asshol', 'that', 'for', 'sure']	['yeah', 'hes', 'a', 'first', 'class', 'asshole', 'thats', 'for', 'sure']	yeah hes a first class asshol that for sure	3
Yeah , he's bullshit .	['yeah', 'hes', 'bullshit']	['yeah', 'hes', 'bullshit']	yeah hes bullshit	3
Yeah , I bet she was a real beautiful girl before she met you .	['yeah', 'i', 'bet', 'she', 'was', 'a', 'real', 'beauti', 'girl', 'befor', 'she', 'met', 'you']	['yeah', 'i', 'bet', 'she', 'was', 'a', 'real', 'beautiful', 'girl', 'before', 'she', 'met', 'you']	yeah i bet she was a real beauti girl befor she met you	3
Yeah , right .	['yeah', 'right']	['yeah', 'right']	yeah right	3, 7
Yeah , she'll wind up fat , alcoholic and miserable .	['yeah', 'shell', 'wind', 'up', 'fat', 'alcohol', 'and', 'miser']	['yeah', 'shell', 'wind', 'up', 'fat', 'alcoholic', 'and', 'miserable']	yeah shell wind up fat alcohol and miser	3
Yeah , that was real stupid of me .	['yeah', 'that', 'was', 'real', 'stupid', 'of', 'me']	['yeah', 'that', 'was', 'real', 'stupid', 'of', 'me']	yeah that was real stupid of me	3, 6
Yeah , this building literally changed because of his disability .	['yeah', 'this', 'build', 'liter', 'chang', 'becaus', 'of', 'his', 'disabl']	['yeah', 'this', 'building', 'literally', 'changed', 'because', 'of', 'his', 'disability']	yeah this build liter chang becaus of his disabl	3, 5, 6
Years ago , when we still had executions in the state he used to volunteer as a witness .	['year', 'ago', 'when', 'we', 'still', 'had', 'execut', 'in', 'the', 'state', 'he', 'use', 'to', 'volunt', 'as', 'a', 'wit']	['years', 'ago', 'when', 'we', 'still', 'had', 'executions', 'in', 'the', 'state', 'he', 'used', 'to', 'volunteer', 'as', 'a', 'witness']	year ago when we still had execut in the state he use to volunt as a wit	3
Yes , I know , I know .	['yes', 'i', 'know', 'i', 'know']	['yes', 'i', 'know', 'i', 'know']	yes i know i know	3, 6
Yes , she did . I speak to your secretary more than I speak to you .	['yes', 'she', 'did', 'i', 'speak', 'to', 'your', 'secretari', 'more', 'than', 'i', 'speak', 'to', 'you']	['yes', 'she', 'did', 'i', 'speak', 'to', 'your', 'secretary', 'more', 'than', 'i', 'speak', 'to', 'you']	yes she did i speak to your secretari more than i speak to you	3
Yes , well , she's a stupid woman .	['yes', 'well', 'shes', 'a', 'stupid', 'woman']	['yes', 'well', 'shes', 'a', 'stupid', 'woman']	yes well shes a stupid woman	3
Yet men have killed and proved a reason ... and been set free .	['yet', 'men', 'have', 'kill', 'and', 'prove', 'a', 'reason', 'and', 'been', 'set', 'free']	['yet', 'men', 'have', 'killed', 'and', 'proved', 'a', 'reason', 'and', 'been', 'set', 'free']	yet men have kill and prove a reason and been set free	3
You a fifty - dollar whore ? - What are you doing ?	['you', 'a', 'fifti', 'dollar', 'whore', 'what', 'are', 'you', 'do']	['you', 'a', 'fifty', 'dollar', 'whore', 'what', 'are', 'you', 'doing']	you a fifti dollar whore what are you do	3
You ain't gonna have no crop because you got a sin on your soul .	['you', 'aint', 'gonna', 'have', 'no', 'crop', 'becaus', 'you', 'got', 'a', 'sin', 'on', 'your', 'soul']	['you', 'aint', 'gonna', 'have', 'no', 'crop', 'because', 'you', 'got', 'a', 'sin', 'on', 'your', 'soul']	you aint gonna have no crop becaus you got a sin on your soul	3
You ain't learned yet who's running this show .	['you', 'aint', 'learn', 'yet', 'whos', 'run', 'this', 'show']	['you', 'aint', 'learned', 'yet', 'whos', 'running', 'this', 'show']	you aint learn yet whos run this show	3
You ain't no Captain you and sure as hell ain't no [PERSON] .	['you', 'aint', 'no', 'captain', 'you', 'and', 'sure', 'as', 'hell', 'aint', 'no', 'person']	['you', 'aint', 'no', 'captain', 'you', 'and', 'sure', 'as', 'hell', 'aint', 'no', 'person']	you aint no captain you and sure as hell aint no person	3
You ain't nothin' but a [N-WORD] with straight hair .	['you', 'aint', 'nothin', 'but', 'a', 'nword', 'with', 'straight', 'hair']	['you', 'aint', 'nothin', 'but', 'a', 'nword', 'with', 'straight', 'hair']	you aint nothin but a nword with straight hair	3
You also know the usual French prison is filled with the relatives of all those poor little beetles you've killed .	['you', 'also', 'know', 'the', 'usual', 'french', 'prison', 'is', 'fill', 'with', 'the', 'relat', 'of', 'all', 'those', 'poor', 'littl', 'beetl', 'youv', 'kill']	['you', 'also', 'know', 'the', 'usual', 'french', 'prison', 'is', 'filled', 'with', 'the', 'relatives', 'of', 'all', 'those', 'poor', 'little', 'beetles', 'youve', 'killed']	you also know the usual french prison is fill with the relat of all those poor littl beetl youv kill	3
You and [PERSON] are a couple of sluts .	['you', 'and', 'person', 'are', 'a', 'coupl', 'of', 'slut']	['you', 'and', 'person', 'are', 'a', 'couple', 'of', 'sluts']	you and person are a coupl of slut	3
You and [PERSON] will be doing the dirty crockery alone this evening .	['you', 'and', 'person', 'will', 'be', 'do', 'the', 'dirti', 'crockeri', 'alon', 'this', 'even']	['you', 'and', 'person', 'will', 'be', 'doing', 'the', 'dirty', 'crockery', 'alone', 'this', 'evening']	you and person will be do the dirti crockeri alon this even	3
You are a class - A fuck - up , you know ?	['you', 'are', 'a', 'class', 'a', 'fuck', 'up', 'you', 'know']	['you', 'are', 'a', 'class', 'a', 'fuck', 'up', 'you', 'know']	you are a class a fuck up you know	3
You are a coward like all other people , aren't you ?	['you', 'are', 'a', 'coward', 'like', 'all', 'other', 'peopl', 'arent', 'you']	['you', 'are', 'a', 'coward', 'like', 'all', 'other', 'people', 'arent', 'you']	you are a coward like all other peopl arent you	3
You are a mutant .	['you', 'are', 'a', 'mutant']	['you', 'are', 'a', 'mutant']	you are a mutant	3
You are an old man who will make trouble with his mouth .	['you', 'are', 'an', 'old', 'man', 'who', 'will', 'make', 'troubl', 'with', 'his', 'mouth']	['you', 'are', 'an', 'old', 'man', 'who', 'will', 'make', 'trouble', 'with', 'his', 'mouth']	you are an old man who will make troubl with his mouth	3
You are dead inside .	['you', 'are', 'dead', 'insid']	['you', 'are', 'dead', 'inside']	you are dead insid	3
You are defeated but you have no shame .	['you', 'are', 'defeat', 'but', 'you', 'have', 'no', 'shame']	['you', 'are', 'defeated', 'but', 'you', 'have', 'no', 'shame']	you are defeat but you have no shame	3
You are now different .	['you', 'are', 'now', 'differ']	['you', 'are', 'now', 'different']	you are now differ	3
You are one ugly mother ... Motherfucker !	['you', 'are', 'one', 'ugli', 'mother', 'motherfuck']	['you', 'are', 'one', 'ugly', 'mother', 'motherfucker']	you are one ugli mother motherfuck	3
You are probably an embezzler .	['you', 'are', 'probabl', 'an', 'embezzl']	['you', 'are', 'probably', 'an', 'embezzler']	you are probabl an embezzl	3
You are spoiled .	['you', 'are', 'spoil']	['you', 'are', 'spoiled']	you are spoil	3
You are the fool , Mr [PERSON] .	['you', 'are', 'the', 'fool', 'mr', 'person']	['you', 'are', 'the', 'fool', 'mr', 'person']	you are the fool mr person	3
You aren't even allowed to look at her with her clothes on .	['you', 'arent', 'even', 'allow', 'to', 'look', 'at', 'her', 'with', 'her', 'cloth', 'on']	['you', 'arent', 'even', 'allowed', 'to', 'look', 'at', 'her', 'with', 'her', 'clothes', 'on']	you arent even allow to look at her with her cloth on	3
You beast .	['you', 'beast']	['you', 'beast']	you beast	3
You big baby .	['you', 'big', 'babi']	['you', 'big', 'baby']	you big babi	3
You big fool !	['you', 'big', 'fool']	['you', 'big', 'fool']	you big fool	3
You brat !	['you', 'brat']	['you', 'brat']	you brat	3
You break in here , and you tell me you think [PERSON]'s a murderer .	['you', 'break', 'in', 'here', 'and', 'you', 'tell', 'me', 'you', 'think', 'person', 'a', 'murder']	['you', 'break', 'in', 'here', 'and', 'you', 'tell', 'me', 'you', 'think', 'persons', 'a', 'murderer']	you break in here and you tell me you think person a murder	3
You can afford it when I kick your teeth !	['you', 'can', 'afford', 'it', 'when', 'i', 'kick', 'your', 'teeth']	['you', 'can', 'afford', 'it', 'when', 'i', 'kick', 'your', 'teeth']	you can afford it when i kick your teeth	3
You can just fucking die , you fuck .	['you', 'can', 'just', 'fuck', 'die', 'you', 'fuck']	['you', 'can', 'just', 'fucking', 'die', 'you', 'fuck']	you can just fuck die you fuck	3
You can not think of anything else than in you .	['you', 'can', 'not', 'think', 'of', 'anyth', 'els', 'than', 'in', 'you']	['you', 'can', 'not', 'think', 'of', 'anything', 'else', 'than', 'in', 'you']	you can not think of anyth els than in you	3, 6
You can rot for all I care .	['you', 'can', 'rot', 'for', 'all', 'i', 'care']	['you', 'can', 'rot', 'for', 'all', 'i', 'care']	you can rot for all i care	3
You can't even cook my breakfast .	['you', 'cant', 'even', 'cook', 'my', 'breakfast']	['you', 'cant', 'even', 'cook', 'my', 'breakfast']	you cant even cook my breakfast	3
You can't make a dead man's knee jump any more than you can test a corpse's reaction to a prefrontal lobotomy !	['you', 'cant', 'make', 'a', 'dead', 'man', 'knee', 'jump', 'ani', 'more', 'than', 'you', 'can', 'test', 'a', 'corps', 'reaction', 'to', 'a', 'prefront', 'lobotomi']	['you', 'cant', 'make', 'a', 'dead', 'mans', 'knee', 'jump', 'any', 'more', 'than', 'you', 'can', 'test', 'a', 'corpses', 'reaction', 'to', 'a', 'prefrontal', 'lobotomy']	you cant make a dead man knee jump ani more than you can test a corps reaction to a prefront lobotomi	3
You can't take the life of another human being and get away with it !	['you', 'cant', 'take', 'the', 'life', 'of', 'anoth', 'human', 'be', 'and', 'get', 'away', 'with', 'it']	['you', 'cant', 'take', 'the', 'life', 'of', 'another', 'human', 'being', 'and', 'get', 'away', 'with', 'it']	you cant take the life of anoth human be and get away with it	3
You carry the stench of death like the plague .	['you', 'carri', 'the', 'stench', 'of', 'death', 'like', 'the', 'plagu']	['you', 'carry', 'the', 'stench', 'of', 'death', 'like', 'the', 'plague']	you carri the stench of death like the plagu	3
You chickenshit bastard .	['you', 'chickenshit', 'bastard']	['you', 'chickenshit', 'bastard']	you chickenshit bastard	3
You come home , you order out food ... and then you play those stupid [PERSON] albums until 2 , in the morning !	['you', 'come', 'home', 'you', 'order', 'out', 'food', 'and', 'then', 'you', 'play', 'those', 'stupid', 'person', 'album', 'until', 'in', 'the', 'morn']	['you', 'come', 'home', 'you', 'order', 'out', 'food', 'and', 'then', 'you', 'play', 'those', 'stupid', 'person', 'albums', 'until', 'in', 'the', 'morning']	you come home you order out food and then you play those stupid person album until in the morn	3
You conning him out of the deed without putting down a cent .	['you', 'con', 'him', 'out', 'of', 'the', 'deed', 'without', 'put', 'down', 'a', 'cent']	['you', 'conning', 'him', 'out', 'of', 'the', 'deed', 'without', 'putting', 'down', 'a', 'cent']	you con him out of the deed without put down a cent	3
You could be talking about , , kids who have been victims of human trafficking .	['you', 'could', 'be', 'talk', 'about', 'kid', 'who', 'have', 'been', 'victim', 'of', 'human', 'traffick']	['you', 'could', 'be', 'talking', 'about', 'kids', 'who', 'have', 'been', 'victims', 'of', 'human', 'trafficking']	you could be talk about kid who have been victim of human traffick	3, 4, 6
You couldn't lend us something more like you are wearing , could you ?	['you', 'couldnt', 'lend', 'us', 'someth', 'more', 'like', 'you', 'are', 'wear', 'could', 'you']	['you', 'couldnt', 'lend', 'us', 'something', 'more', 'like', 'you', 'are', 'wearing', 'could', 'you']	you couldnt lend us someth more like you are wear could you	3
You dare hold your queen up to ridicule ?	['you', 'dare', 'hold', 'your', 'queen', 'up', 'to', 'ridicul']	['you', 'dare', 'hold', 'your', 'queen', 'up', 'to', 'ridicule']	you dare hold your queen up to ridicul	3
You didn't get it , [PERSON] .	['you', 'didnt', 'get', 'it', 'person']	['you', 'didnt', 'get', 'it', 'person']	you didnt get it person	3
You disturb the neighbors , I'll cut you up and eat you for dinner .	['you', 'disturb', 'the', 'neighbor', 'ill', 'cut', 'you', 'up', 'and', 'eat', 'you', 'for', 'dinner']	['you', 'disturb', 'the', 'neighbors', 'ill', 'cut', 'you', 'up', 'and', 'eat', 'you', 'for', 'dinner']	you disturb the neighbor ill cut you up and eat you for dinner	3
You don't care about [LOCATION] , do you ?	['you', 'dont', 'care', 'about', 'locat', 'do', 'you']	['you', 'dont', 'care', 'about', 'location', 'do', 'you']	you dont care about locat do you	3
You don't even have a yellow thing and your green thing is brown .	['you', 'dont', 'even', 'have', 'a', 'yellow', 'thing', 'and', 'your', 'green', 'thing', 'is', 'brown']	['you', 'dont', 'even', 'have', 'a', 'yellow', 'thing', 'and', 'your', 'green', 'thing', 'is', 'brown']	you dont even have a yellow thing and your green thing is brown	3
You don't fuck with my box !	['you', 'dont', 'fuck', 'with', 'my', 'box']	['you', 'dont', 'fuck', 'with', 'my', 'box']	you dont fuck with my box	3
