text	tokenized	preprocessed	label
My dear , he is attractive , isn't he ?	['dear', 'attractive', 'isnt']	dear attractive isnt	5
You mustn't worry about him , really .	['mustnt', 'worry', 'really']	mustnt worry really	8
I hear she comes real cheap .	['hear', 'comes', 'real', 'cheap']	hear comes real cheap	3
But they'll accuse you of helping me escape	['theyll', 'accuse', 'helping', 'escape']	theyll accuse helping escape	4, 7
You let me down , [PERSON] .	['let', 'person']	let person	1, 3, 6, 7, 8
It's too late to think of him .	['late', 'think']	late think	6
Come to think of it , everyone did look kind of undressed .	['come', 'think', 'everyone', 'look', 'kind', 'undressed']	come think everyone look kind undressed	7
You got it ? - Yeah , I think so .	['got', 'yeah', 'think']	got yeah think	8
I said no !	['said']	said	1
You ain't gonna get nobody to come out here .	['aint', 'gonna', 'get', 'nobody', 'come']	aint gonna get nobody come	1
The sooner you get that , the better off we're all gonna be .	['sooner', 'get', 'better', 'gonna']	sooner get better gonna	2
Close your eyes .	['close', 'eyes']	close eyes	8
Whereas when you scratch the apprentice kid ,	['whereas', 'scratch', 'apprentice', 'kid']	whereas scratch apprentice kid	6, 7
So after 129 , hours of being buried alive , at last , freedom seems in sight .	['129', 'hours', 'buried', 'alive', 'last', 'freedom', 'seems', 'sight']	129 hours buried alive last freedom seems sight	5
Honestly , [PERSON] . What is the matter with you tonight ?	['honestly', 'person', 'matter', 'tonight']	honestly person matter tonight	1
Nothing can make up for the loss of your life savings ...	['nothing', 'make', 'loss', 'life', 'savings']	nothing make loss life savings	6
I do , patrón .	['patrón']	patrón	8, 4
If one of them followed you , there's got to be more of them around .	['one', 'followed', 'theres', 'got', 'around']	one followed theres got around	4
If you want to get into that cellar , you get in there now or forget it !	['want', 'get', 'cellar', 'get', 'forget']	want get cellar get forget	1
Now she's going to [LOCATION] to measure glacial melt . By herself .	['shes', 'going', 'location', 'measure', 'glacial', 'melt']	shes going location measure glacial melt	4
Your book is brilliant ... but it lacks scope .	['book', 'brilliant', 'lacks', 'scope']	book brilliant lacks scope	7
How long are you staying ?	['long', 'staying']	long staying	2
Lasers ready .	['lasers', 'ready']	lasers ready	8, 2
All this talk's just wasting time .	['talks', 'wasting', 'time']	talks wasting time	1
Let's kill him now .	['lets', 'kill']	lets kill	1, 3
Paige ...	['paige']	paige	1, 3, 6
I would like to come to your camp .	['would', 'like', 'come', 'camp']	would like come camp	2
Yeah , that's it . That's it . I love you , [PERSON] -[PERSON] !	['yeah', 'thats', 'thats', 'love', 'person', 'person']	yeah thats thats love person person	8, 5
My wife does not exaggerate .	['wife', 'exaggerate']	wife exaggerate	8
[PERSON] , you said that if [PERSON] came up dirty , you won't take him in .	['person', 'said', 'person', 'came', 'dirty', 'wont', 'take']	person said person came dirty wont take	4, 6, 7
Drive !	['drive']	drive	1, 4
How beautiful they are	['beautiful']	beautiful	5
Okay , good luck I guess !	['okay', 'good', 'luck', 'guess']	okay good luck guess	7
But I always thought little stenographers made little pennies .	['always', 'thought', 'little', 'stenographers', 'made', 'little', 'pennies']	always thought little stenographers made little pennies	7
I want Mommy !	['want', 'mommy']	want mommy	8, 4
But you can not do this !	[]		1
You're gonna be on Syrian and Israeli radar the moment you take off .	['youre', 'gonna', 'syrian', 'israeli', 'radar', 'moment', 'take']	youre gonna syrian israeli radar moment take	4
I guess there's this part of me that hopes he doesn't even make it ...	['guess', 'theres', 'part', 'hopes', 'doesnt', 'even', 'make']	guess theres part hopes doesnt even make	4
Nitrates and phosphate for ammunition ... The seeds of war .	['nitrates', 'phosphate', 'ammunition', 'seeds', 'war']	nitrates phosphate ammunition seeds war	1, 2, 5
Well , why you not make her dance more ?	['well', 'make', 'dance']	well make dance	2, 5
That's not music .	['thats', 'music']	thats music	3
No more fucking tapes :	['fucking', 'tapes']	fucking tapes	1
Hey , hey , I'm off duty . Grand central station , please .	['hey', 'hey', 'im', 'duty', 'grand', 'central', 'station', 'please']	hey hey im duty grand central station please	7
Why should I give a crap ?	['give', 'crap']	give crap	1
Alas , if he were brave this would not be necessary .	['alas', 'brave', 'would', 'necessary']	alas brave would necessary	3, 6
Uh , something like that , yes .	['uh', 'something', 'like', 'yes']	uh something like yes	7
Well , she helped me .	['well', 'helped']	well helped	8
Where exactly do you live ? Nowhere .	['exactly', 'live', 'nowhere']	exactly live nowhere	1
Gim me that damn mike !	['gim', 'damn', 'mike']	gim damn mike	1
That very one .	['one']	one	5
Nothing . Nothing .	['nothing', 'nothing']	nothing nothing	6
I am happy you're out of jail , [PERSON] .	['happy', 'youre', 'jail', 'person']	happy youre jail person	5
Looks like trouble for your boss .	['looks', 'like', 'trouble', 'boss']	looks like trouble boss	4
[PERSON] , if you don't invite me , I'm coming anyway .	['person', 'dont', 'invite', 'im', 'coming', 'anyway']	person dont invite im coming anyway	1
Bury them for 24 , hours , give me time !	['bury', '24', 'hours', 'give', 'time']	bury 24 hours give time	1
Of course , it's absurd that a priest would be involved .	['course', 'absurd', 'priest', 'would', 'involved']	course absurd priest would involved	7
Go ahead , bet your sixes , buster .	['go', 'ahead', 'bet', 'sixes', 'buster']	go ahead bet sixes buster	2, 5
By the time they take the mortgage payments out of my paycheck , there's not enough left to buy you a fuckin' box of tampons !	['time', 'take', 'mortgage', 'payments', 'paycheck', 'theres', 'enough', 'left', 'buy', 'fuckin', 'box', 'tampons']	time take mortgage payments paycheck theres enough left buy fuckin box tampons	3
I wan na know whose idea it was to have children .	['wan', 'na', 'know', 'whose', 'idea', 'children']	wan na know whose idea children	3
If only you knew how anxious I am to talk to you .	['knew', 'anxious', 'talk']	knew anxious talk	2
I think he's been recording my telephone .	['think', 'hes', 'recording', 'telephone']	think hes recording telephone	4
I swear that man moves like dead lice were falling off him .	['swear', 'man', 'moves', 'like', 'dead', 'lice', 'falling']	swear man moves like dead lice falling	3
My favorite uncle , uncle [PERSON] , swore to me that he would buy me that bicycle .	['favorite', 'uncle', 'uncle', 'person', 'swore', 'would', 'buy', 'bicycle']	favorite uncle uncle person swore would buy bicycle	1
He died a week ago .	['died', 'week', 'ago']	died week ago	6
We should go .	['go']	go	4, 7
He is unworthy of command .	['unworthy', 'command']	unworthy command	3
I will behave beautifully this afternoon , you will see .	['behave', 'beautifully', 'afternoon', 'see']	behave beautifully afternoon see	2
Considering the candidates who answer to the high qualifications of senators , one name shone out like a beacon .	['considering', 'candidates', 'answer', 'high', 'qualifications', 'senators', 'one', 'name', 'shone', 'like', 'beacon']	considering candidates answer high qualifications senators one name shone like beacon	8
I've decided to go to [LOCATION] , just like I made it up in a story .	['ive', 'decided', 'go', 'location', 'like', 'made', 'story']	ive decided go location like made story	2
Because if you love somebody , you live with them , you live for them .	['love', 'somebody', 'live', 'live']	love somebody live live	8
Once you're in [LOCATION] , I can protect you .	['youre', 'location', 'protect']	youre location protect	8
I was ambitious then .	['ambitious']	ambitious	6
That's odd .	['thats', 'odd']	thats odd	7
No , no pictures .	['pictures']	pictures	1, 4
I have a terrible feeling he cut off my head .	['terrible', 'feeling', 'cut', 'head']	terrible feeling cut head	4
Just put me through on the phone , [PERSON] . Goddamn it !	['put', 'phone', 'person', 'goddamn']	put phone person goddamn	1
Nobody's going to come looking for him ?	['nobodys', 'going', 'come', 'looking']	nobodys going come looking	1, 4, 6, 7
Thank God you're here .	['thank', 'god', 'youre']	thank god youre	8, 5
Nothing is guaranteed .	['nothing', 'guaranteed']	nothing guaranteed	4
On your head ? She hurt my head .	['head', 'hurt', 'head']	head hurt head	7
You can't even call ? We'll be stashed away .	['cant', 'even', 'call', 'well', 'stashed', 'away']	cant even call well stashed away	1
It's all bullshit .	['bullshit']	bullshit	3
I change cars like other guys change their fuckin' shoes !	['change', 'cars', 'like', 'guys', 'change', 'fuckin', 'shoes']	change cars like guys change fuckin shoes	1
Drive carefully !	['drive', 'carefully']	drive carefully	4
Hold on , there .	['hold']	hold	2, 7
Hey , you know me .	['hey', 'know']	hey know	5
Please . Please listen to me .	['please', 'please', 'listen']	please please listen	4
Did you sleep well ?	['sleep', 'well']	sleep well	2
My ex-wife is now in [LOCATION] , in my ex-home with my ex-dog .	['exwife', 'location', 'exhome', 'exdog']	exwife location exhome exdog	3, 6
I don't like the way you are looking at me .	['dont', 'like', 'way', 'looking']	dont like way looking	1
Jeanne !	['jeanne']	jeanne	4, 7
I couldn't ...	['couldnt']	couldnt	4, 6
Do you think it would be okay if maybe I spent the night , Tonight ?	['think', 'would', 'okay', 'maybe', 'spent', 'night', 'tonight']	think would okay maybe spent night tonight	2
[PERSON] is a man of luck .	['person', 'man', 'luck']	person man luck	5
I appreciate your patience .	['appreciate', 'patience']	appreciate patience	8, 7
Come on , up and over !	['come']	come	8, 5, 7
Do what ?	[]		3, 7
We thought Monsignor [PERSON] will take over the building fund .	['thought', 'monsignor', 'person', 'take', 'building', 'fund']	thought monsignor person take building fund	7
Now get the smile off your face .	['get', 'smile', 'face']	get smile face	1
I call it to your attention that only one of you has reported here this morning properly dressed .	['call', 'attention', 'one', 'reported', 'morning', 'properly', 'dressed']	call attention one reported morning properly dressed	3
I'm gonna bust your butts ... to make this the best damned outfit in the European command .	['im', 'gonna', 'bust', 'butts', 'make', 'best', 'damned', 'outfit', 'european', 'command']	im gonna bust butts make best damned outfit european command	2
Sicking that horrible dame on him .	['sicking', 'horrible', 'dame']	sicking horrible dame	3
Will you get out of here !	['get']	get	1
From top to bottom we are riddled with cruelty .	['top', 'bottom', 'riddled', 'cruelty']	top bottom riddled cruelty	6
You killed him .	['killed']	killed	3, 4, 6
I love it !	['love']	love	5
Remember the night ? The first time I went scrambling with the Rebels .	['remember', 'night', 'first', 'time', 'went', 'scrambling', 'rebels']	remember night first time went scrambling rebels	5
This has been a terrible shock to them .	['terrible', 'shock']	terrible shock	6
This thing goes to a man's head .	['thing', 'goes', 'mans', 'head']	thing goes mans head	3
I got plenty I can do on my own in [LOCATION] !	['got', 'plenty', 'location']	got plenty location	2
It's wonderful to feel her throat crush under your arm .	['wonderful', 'feel', 'throat', 'crush', 'arm']	wonderful feel throat crush arm	1
Can't we walk and get friendly , or better acquainted , or something ?	['cant', 'walk', 'get', 'friendly', 'better', 'acquainted', 'something']	cant walk get friendly better acquainted something	2
Why , [PERSON] , what are you talking about ?	['person', 'talking']	person talking	8
Right now , I wish it had been .	['right', 'wish']	right wish	3, 6
Oh god , I promise I won't say anything .	['oh', 'god', 'promise', 'wont', 'say', 'anything']	oh god promise wont say anything	4
Come on ! You're gonna break your guitar . Come on .	['come', 'youre', 'gonna', 'break', 'guitar', 'come']	come youre gonna break guitar come	1, 3, 4
He dropped his old - fashioned wrench .	['dropped', 'old', 'fashioned', 'wrench']	dropped old fashioned wrench	3
People sense these things .	['people', 'sense', 'things']	people sense things	8, 2
We lose a little time , and all of a sudden it's every girl for herself .	['lose', 'little', 'time', 'sudden', 'every', 'girl']	lose little time sudden every girl	3, 6
What use is courage if you have no head ?	['use', 'courage', 'head']	use courage head	3
[PERSON] has been shot , it belongs to us , Homicide Bureau .	['person', 'shot', 'belongs', 'us', 'homicide', 'bureau']	person shot belongs us homicide bureau	8, 1
