text	tokenized	preprocessed	label	1gram	2gram	3gram
The sun can kill some of us , like [PERSON] .	['sun', 'kill', 'us', 'like', 'person']	sun kill us like person	4	['sun', 'kill', 'us', 'like', 'person']	['sun kill', 'kill us', 'us like', 'like person']	['sun kill us', 'kill us like', 'us like person']
Jolly good .	['jolly', 'good']	jolly good	5	['jolly', 'good']	['jolly good']	[]
Have multiple targets sighted .	['multiple', 'targets', 'sighted']	multiple targets sighted	2	['multiple', 'targets', 'sighted']	['multiple targets', 'targets sighted']	['multiple targets sighted']
Don't panic .	['dont', 'panic']	dont panic	8, 4	['dont', 'panic']	['dont panic']	[]
What do you think ?	['think']	think	2	['think']	[]	[]
Whether we live or die may depend on what happens here .	['whether', 'live', 'die', 'may', 'depend', 'happens']	whether live die may depend happens	4	['whether', 'live', 'die', 'may', 'depend', 'happens']	['whether live', 'live die', 'die may', 'may depend', 'depend happens']	['whether live die', 'live die may', 'die may depend', 'may depend happens']
We got a schedule . Come on .	['got', 'schedule', 'come']	got schedule come	2	['got', 'schedule', 'come']	['got schedule', 'schedule come']	['got schedule come']
Rely on me , Papa .	['rely', 'papa']	rely papa	8	['rely', 'papa']	['rely papa']	[]
How do you know what I want ?	['know', 'want']	know want	6, 7	['know', 'want']	['know want']	[]
All we want to do is talk to you .	['want', 'talk']	want talk	2	['want', 'talk']	['want talk']	[]
It's for a good cause .	['good', 'cause']	good cause	5	['good', 'cause']	['good cause']	[]
There's better things waiting for you when you get out .	['theres', 'better', 'things', 'waiting', 'get']	theres better things waiting get	8, 2	['theres', 'better', 'things', 'waiting', 'get']	['theres better', 'better things', 'things waiting', 'waiting get']	['theres better things', 'better things waiting', 'things waiting get']
May it please the court , I submit that my entire line of defense ... is based on the proposition that persons of the female sex ... should be dealt with before the law as equals of persons of the male sex .	['may', 'please', 'court', 'submit', 'entire', 'line', 'defense', 'based', 'proposition', 'persons', 'female', 'sex', 'dealt', 'law', 'equals', 'persons', 'male', 'sex']	may please court submit entire line defense based proposition persons female sex dealt law equals persons male sex	1	['may', 'please', 'court', 'submit', 'entire', 'line', 'defense', 'based', 'proposition', 'persons', 'female', 'sex', 'dealt', 'law', 'equals', 'persons', 'male', 'sex']	['may please', 'please court', 'court submit', 'submit entire', 'entire line', 'line defense', 'defense based', 'based proposition', 'proposition persons', 'persons female', 'female sex', 'sex dealt', 'dealt law', 'law equals', 'equals persons', 'persons male', 'male sex']	['may please court', 'please court submit', 'court submit entire', 'submit entire line', 'entire line defense', 'line defense based', 'defense based proposition', 'based proposition persons', 'proposition persons female', 'persons female sex', 'female sex dealt', 'sex dealt law', 'dealt law equals', 'law equals persons', 'equals persons male', 'persons male sex']
He didn't say anything about a dam .	['didnt', 'say', 'anything', 'dam']	didnt say anything dam	7	['didnt', 'say', 'anything', 'dam']	['didnt say', 'say anything', 'anything dam']	['didnt say anything', 'say anything dam']
Well , then , our timing's perfect .	['well', 'timings', 'perfect']	well timings perfect	5	['well', 'timings', 'perfect']	['well timings', 'timings perfect']	['well timings perfect']
What the blaze is going on here ?	['blaze', 'going']	blaze going	7	['blaze', 'going']	['blaze going']	[]
You have no respect for position .	['respect', 'position']	respect position	3	['respect', 'position']	['respect position']	[]
Fuck it . I start with me .  	['fuck', 'start']	fuck start	1	['fuck', 'start']	['fuck start']	[]
I don't think you'll be able to stand it long .	['dont', 'think', 'youll', 'able', 'stand', 'long']	dont think youll able stand long	4	['dont', 'think', 'youll', 'able', 'stand', 'long']	['dont think', 'think youll', 'youll able', 'able stand', 'stand long']	['dont think youll', 'think youll able', 'youll able stand', 'able stand long']
You could call me a freak of nature .	['could', 'call', 'freak', 'nature']	could call freak nature	6	['could', 'call', 'freak', 'nature']	['could call', 'call freak', 'freak nature']	['could call freak', 'call freak nature']
I'll take you to him .	['ill', 'take']	ill take	8	['ill', 'take']	['ill take']	[]
I was just calling because I'm having a game night .	['calling', 'im', 'game', 'night']	calling im game night	7	['calling', 'im', 'game', 'night']	['calling im', 'im game', 'game night']	['calling im game', 'im game night']
I will get off there and my chauffeur will take you to your destination .	['get', 'chauffeur', 'take', 'destination']	get chauffeur take destination	8	['get', 'chauffeur', 'take', 'destination']	['get chauffeur', 'chauffeur take', 'take destination']	['get chauffeur take', 'chauffeur take destination']
You and the boys take care of him .	['boys', 'take', 'care']	boys take care	8	['boys', 'take', 'care']	['boys take', 'take care']	['boys take care']
When it's gone we're done feeding ' . - Pass the chicken .	['gone', 'done', 'feeding', 'pass', 'chicken']	gone done feeding pass chicken	2	['gone', 'done', 'feeding', 'pass', 'chicken']	['gone done', 'done feeding', 'feeding pass', 'pass chicken']	['gone done feeding', 'done feeding pass', 'feeding pass chicken']
Will you let go of me !	['let', 'go']	let go	1	['let', 'go']	['let go']	[]
Will you go to the medical officer with me and repeat what you've said ?	['go', 'medical', 'officer', 'repeat', 'youve', 'said']	go medical officer repeat youve said	8, 4	['go', 'medical', 'officer', 'repeat', 'youve', 'said']	['go medical', 'medical officer', 'officer repeat', 'repeat youve', 'youve said']	['go medical officer', 'medical officer repeat', 'officer repeat youve', 'repeat youve said']
I certainly don't consciously realise it , and I think that's pretty rotten of you to say that .	['certainly', 'dont', 'consciously', 'realise', 'think', 'thats', 'pretty', 'rotten', 'say']	certainly dont consciously realise think thats pretty rotten say	3	['certainly', 'dont', 'consciously', 'realise', 'think', 'thats', 'pretty', 'rotten', 'say']	['certainly dont', 'dont consciously', 'consciously realise', 'realise think', 'think thats', 'thats pretty', 'pretty rotten', 'rotten say']	['certainly dont consciously', 'dont consciously realise', 'consciously realise think', 'realise think thats', 'think thats pretty', 'thats pretty rotten', 'pretty rotten say']
Sorry , sister .	['sorry', 'sister']	sorry sister	6	['sorry', 'sister']	['sorry sister']	[]
Stole my Tintoretto . and my [PERSON] . And it has taken all [PERSON]'s bronze [LOCATION] the Countess .	['stole', 'tintoretto', 'person', 'taken', 'persons', 'bronze', 'location', 'countess']	stole tintoretto person taken persons bronze location countess	1	['stole', 'tintoretto', 'person', 'taken', 'persons', 'bronze', 'location', 'countess']	['stole tintoretto', 'tintoretto person', 'person taken', 'taken persons', 'persons bronze', 'bronze location', 'location countess']	['stole tintoretto person', 'tintoretto person taken', 'person taken persons', 'taken persons bronze', 'persons bronze location', 'bronze location countess']
How you doin' ?	['doin']	doin	2	['doin']	[]	[]
We won , [PERSON] .	['person']	person	5	['person']	[]	[]
I understand this is a difficult decision but there are human lives at stake , and if help arrives ,	['understand', 'difficult', 'decision', 'human', 'lives', 'stake', 'help', 'arrives']	understand difficult decision human lives stake help arrives	2	['understand', 'difficult', 'decision', 'human', 'lives', 'stake', 'help', 'arrives']	['understand difficult', 'difficult decision', 'decision human', 'human lives', 'lives stake', 'stake help', 'help arrives']	['understand difficult decision', 'difficult decision human', 'decision human lives', 'human lives stake', 'lives stake help', 'stake help arrives']
He sweats gasoline that man !	['sweats', 'gasoline', 'man']	sweats gasoline man	3	['sweats', 'gasoline', 'man']	['sweats gasoline', 'gasoline man']	['sweats gasoline man']
Not your fault , don't think that .	['fault', 'dont', 'think']	fault dont think	2, 5	['fault', 'dont', 'think']	['fault dont', 'dont think']	['fault dont think']
Charming , all of you .	['charming']	charming	8	['charming']	[]	[]
If there was a bum within miles , I was completely attracted to him .	['bum', 'within', 'miles', 'completely', 'attracted']	bum within miles completely attracted	3, 5, 6	['bum', 'within', 'miles', 'completely', 'attracted']	['bum within', 'within miles', 'miles completely', 'completely attracted']	['bum within miles', 'within miles completely', 'miles completely attracted']
I haven't heard the sound of home in a while .	['havent', 'heard', 'sound', 'home']	havent heard sound home	8, 5, 6	['havent', 'heard', 'sound', 'home']	['havent heard', 'heard sound', 'sound home']	['havent heard sound', 'heard sound home']
Let's go !	['lets', 'go']	lets go	2	['lets', 'go']	['lets go']	[]
Enough of your tricks !	['enough', 'tricks']	enough tricks	1	['enough', 'tricks']	['enough tricks']	[]
l'll bring [PERSON] and one other .	['lll', 'bring', 'person', 'one']	lll bring person one	2, 5	['lll', 'bring', 'person', 'one']	['lll bring', 'bring person', 'person one']	['lll bring person', 'bring person one']
Have they moved the embassy , or are you hijacking me ?	['moved', 'embassy', 'hijacking']	moved embassy hijacking	1	['moved', 'embassy', 'hijacking']	['moved embassy', 'embassy hijacking']	['moved embassy hijacking']
♪ ♪ What are you thinking ?	['', 'thinking']	 thinking	5	['', 'thinking']	[' thinking']	[]
They're waiting for enlightenment .	['theyre', 'waiting', 'enlightenment']	theyre waiting enlightenment	2	['theyre', 'waiting', 'enlightenment']	['theyre waiting', 'waiting enlightenment']	['theyre waiting enlightenment']
Turn back the clock ?	['turn', 'back', 'clock']	turn back clock	1	['turn', 'back', 'clock']	['turn back', 'back clock']	['turn back clock']
Well , I never said that .	['well', 'never', 'said']	well never said	1	['well', 'never', 'said']	['well never', 'never said']	['well never said']
Adiran , I'm just very happy to be here .	['adiran', 'im', 'happy']	adiran im happy	5	['adiran', 'im', 'happy']	['adiran im', 'im happy']	['adiran im happy']
It ain't worth it .	['aint', 'worth']	aint worth	1	['aint', 'worth']	['aint worth']	[]
Let's just win the game .	['lets', 'win', 'game']	lets win game	2	['lets', 'win', 'game']	['lets win', 'win game']	['lets win game']
Let the party begin .	['let', 'party', 'begin']	let party begin	2	['let', 'party', 'begin']	['let party', 'party begin']	['let party begin']
You look different .	['look', 'different']	look different	7	['look', 'different']	['look different']	[]
Satan : I'll be back !	['satan', 'ill', 'back']	satan ill back	2, 5	['satan', 'ill', 'back']	['satan ill', 'ill back']	['satan ill back']
I know all about you , back from your first fight with Apollo Creed .	['know', 'back', 'first', 'fight', 'apollo', 'creed']	know back first fight apollo creed	3	['know', 'back', 'first', 'fight', 'apollo', 'creed']	['know back', 'back first', 'first fight', 'fight apollo', 'apollo creed']	['know back first', 'back first fight', 'first fight apollo', 'fight apollo creed']
Tell me about you .	['tell']	tell	2	['tell']	[]	[]
Now , what's this About your having a religious problem ?	['whats', 'religious', 'problem']	whats religious problem	7	['whats', 'religious', 'problem']	['whats religious', 'religious problem']	['whats religious problem']
Isn't this the same desk ... ?	['isnt', 'desk']	isnt desk	7	['isnt', 'desk']	['isnt desk']	[]
He can't win in the House .	['cant', 'win', 'house']	cant win house	8	['cant', 'win', 'house']	['cant win', 'win house']	['cant win house']
That's kinda sick , huh ?	['thats', 'kinda', 'sick', 'huh']	thats kinda sick huh	1, 3	['thats', 'kinda', 'sick', 'huh']	['thats kinda', 'kinda sick', 'sick huh']	['thats kinda sick', 'kinda sick huh']
But he's got a good practice .	['hes', 'got', 'good', 'practice']	hes got good practice	8	['hes', 'got', 'good', 'practice']	['hes got', 'got good', 'good practice']	['hes got good', 'got good practice']
I've been sick , [PERSON] .	['ive', 'sick', 'person']	ive sick person	6	['ive', 'sick', 'person']	['ive sick', 'sick person']	['ive sick person']
They making it tough on you ?	['making', 'tough']	making tough	1, 2, 4	['making', 'tough']	['making tough']	[]
Otherwise I'm gonna fuck you up good !	['otherwise', 'im', 'gonna', 'fuck', 'good']	otherwise im gonna fuck good	1	['otherwise', 'im', 'gonna', 'fuck', 'good']	['otherwise im', 'im gonna', 'gonna fuck', 'fuck good']	['otherwise im gonna', 'im gonna fuck', 'gonna fuck good']
I did that beautifully , didn't I ?	['beautifully', 'didnt']	beautifully didnt	5	['beautifully', 'didnt']	['beautifully didnt']	[]
Yes ? What is it ?	['yes']	yes	1	['yes']	[]	[]
Shut it down !	['shut']	shut	1, 4	['shut']	[]	[]
In other words , it doesn't hurt a bit .	['words', 'doesnt', 'hurt', 'bit']	words doesnt hurt bit	5	['words', 'doesnt', 'hurt', 'bit']	['words doesnt', 'doesnt hurt', 'hurt bit']	['words doesnt hurt', 'doesnt hurt bit']
What the hell am I living around here for ? 	['hell', 'living', 'around']	hell living around	1, 3, 6	['hell', 'living', 'around']	['hell living', 'living around']	['hell living around']
[PERSON] , are you sure about that ?	['person', 'sure']	person sure	8	['person', 'sure']	['person sure']	[]
