text	text_nopunct	text_downcase	tokenized	nostop	lemmatized	label
Has anyone considered trying , Open sesame  ? 	Has anyone considered trying  Open sesame	has anyone considered trying  open sesame	['has', 'anyone', 'considered', 'trying', 'open', 'sesame']	['anyone', 'considered', 'trying', 'open', 'sesame']	['anyone', 'considered', 'trying', 'open', 'sesame']	1
Absolutely . Please , go and see them .	Absolutely  Please  go and see them	absolutely  please  go and see them	['absolutely', 'please', 'go', 'and', 'see', 'them']	['absolutely', 'please', 'go', 'see']	['absolutely', 'please', 'go', 'see']	8
Those of you in favor of these articles , raise your right hands and say aye !	Those of you in favor of these articles  raise your right hands and say aye	those of you in favor of these articles  raise your right hands and say aye	['those', 'of', 'you', 'in', 'favor', 'of', 'these', 'articles', 'raise', 'your', 'right', 'hands', 'and', 'say', 'aye']	['favor', 'articles', 'raise', 'right', 'hands', 'say', 'aye']	['favor', 'article', 'raise', 'right', 'hand', 'say', 'aye']	8
The sun can kill some of us , like [PERSON] .	The sun can kill some of us  like PERSON	the sun can kill some of us  like person	['the', 'sun', 'can', 'kill', 'some', 'of', 'us', 'like', 'person']	['sun', 'kill', 'us', 'like', 'person']	['sun', 'kill', 'u', 'like', 'person']	4
Jolly good .	Jolly good	jolly good	['jolly', 'good']	['jolly', 'good']	['jolly', 'good']	5
Have multiple targets sighted .	Have multiple targets sighted	have multiple targets sighted	['have', 'multiple', 'targets', 'sighted']	['multiple', 'targets', 'sighted']	['multiple', 'target', 'sighted']	2
Don't panic .	Dont panic	dont panic	['dont', 'panic']	['dont', 'panic']	['dont', 'panic']	8, 4
What do you think ?	What do you think	what do you think	['what', 'do', 'you', 'think']	['think']	['think']	2
Whether we live or die may depend on what happens here .	Whether we live or die may depend on what happens here	whether we live or die may depend on what happens here	['whether', 'we', 'live', 'or', 'die', 'may', 'depend', 'on', 'what', 'happens', 'here']	['whether', 'live', 'die', 'may', 'depend', 'happens']	['whether', 'live', 'die', 'may', 'depend', 'happens']	4
We got a schedule . Come on .	We got a schedule  Come on	we got a schedule  come on	['we', 'got', 'a', 'schedule', 'come', 'on']	['got', 'schedule', 'come']	['got', 'schedule', 'come']	2
Rely on me , Papa .	Rely on me  Papa	rely on me  papa	['rely', 'on', 'me', 'papa']	['rely', 'papa']	['rely', 'papa']	8
How do you know what I want ?	How do you know what I want	how do you know what i want	['how', 'do', 'you', 'know', 'what', 'i', 'want']	['know', 'want']	['know', 'want']	6, 7
All we want to do is talk to you .	All we want to do is talk to you	all we want to do is talk to you	['all', 'we', 'want', 'to', 'do', 'is', 'talk', 'to', 'you']	['want', 'talk']	['want', 'talk']	2
It's for a good cause .	Its for a good cause	its for a good cause	['its', 'for', 'a', 'good', 'cause']	['good', 'cause']	['good', 'cause']	5
There's better things waiting for you when you get out .	Theres better things waiting for you when you get out	theres better things waiting for you when you get out	['theres', 'better', 'things', 'waiting', 'for', 'you', 'when', 'you', 'get', 'out']	['theres', 'better', 'things', 'waiting', 'get']	['there', 'better', 'thing', 'waiting', 'get']	8, 2
May it please the court , I submit that my entire line of defense ... is based on the proposition that persons of the female sex ... should be dealt with before the law as equals of persons of the male sex .	May it please the court  I submit that my entire line of defense  is based on the proposition that persons of the female sex  should be dealt with before the law as equals of persons of the male sex	may it please the court  i submit that my entire line of defense  is based on the proposition that persons of the female sex  should be dealt with before the law as equals of persons of the male sex	['may', 'it', 'please', 'the', 'court', 'i', 'submit', 'that', 'my', 'entire', 'line', 'of', 'defense', 'is', 'based', 'on', 'the', 'proposition', 'that', 'persons', 'of', 'the', 'female', 'sex', 'should', 'be', 'dealt', 'with', 'before', 'the', 'law', 'as', 'equals', 'of', 'persons', 'of', 'the', 'male', 'sex']	['may', 'please', 'court', 'submit', 'entire', 'line', 'defense', 'based', 'proposition', 'persons', 'female', 'sex', 'dealt', 'law', 'equals', 'persons', 'male', 'sex']	['may', 'please', 'court', 'submit', 'entire', 'line', 'defense', 'based', 'proposition', 'person', 'female', 'sex', 'dealt', 'law', 'equal', 'person', 'male', 'sex']	1
He didn't say anything about a dam .	He didnt say anything about a dam	he didnt say anything about a dam	['he', 'didnt', 'say', 'anything', 'about', 'a', 'dam']	['didnt', 'say', 'anything', 'dam']	['didnt', 'say', 'anything', 'dam']	7
Well , then , our timing's perfect .	Well  then  our timings perfect	well  then  our timings perfect	['well', 'then', 'our', 'timings', 'perfect']	['well', 'timings', 'perfect']	['well', 'timing', 'perfect']	5
What the blaze is going on here ?	What the blaze is going on here	what the blaze is going on here	['what', 'the', 'blaze', 'is', 'going', 'on', 'here']	['blaze', 'going']	['blaze', 'going']	7
You have no respect for position .	You have no respect for position	you have no respect for position	['you', 'have', 'no', 'respect', 'for', 'position']	['respect', 'position']	['respect', 'position']	3
Fuck it . I start with me .  	Fuck it  I start with me	fuck it  i start with me	['fuck', 'it', 'i', 'start', 'with', 'me']	['fuck', 'start']	['fuck', 'start']	1
I don't think you'll be able to stand it long .	I dont think youll be able to stand it long	i dont think youll be able to stand it long	['i', 'dont', 'think', 'youll', 'be', 'able', 'to', 'stand', 'it', 'long']	['dont', 'think', 'youll', 'able', 'stand', 'long']	['dont', 'think', 'youll', 'able', 'stand', 'long']	4
You could call me a freak of nature .	You could call me a freak of nature	you could call me a freak of nature	['you', 'could', 'call', 'me', 'a', 'freak', 'of', 'nature']	['could', 'call', 'freak', 'nature']	['could', 'call', 'freak', 'nature']	6
I'll take you to him .	Ill take you to him	ill take you to him	['ill', 'take', 'you', 'to', 'him']	['ill', 'take']	['ill', 'take']	8
I was just calling because I'm having a game night .	I was just calling because Im having a game night	i was just calling because im having a game night	['i', 'was', 'just', 'calling', 'because', 'im', 'having', 'a', 'game', 'night']	['calling', 'im', 'game', 'night']	['calling', 'im', 'game', 'night']	7
I will get off there and my chauffeur will take you to your destination .	I will get off there and my chauffeur will take you to your destination	i will get off there and my chauffeur will take you to your destination	['i', 'will', 'get', 'off', 'there', 'and', 'my', 'chauffeur', 'will', 'take', 'you', 'to', 'your', 'destination']	['get', 'chauffeur', 'take', 'destination']	['get', 'chauffeur', 'take', 'destination']	8
You and the boys take care of him .	You and the boys take care of him	you and the boys take care of him	['you', 'and', 'the', 'boys', 'take', 'care', 'of', 'him']	['boys', 'take', 'care']	['boy', 'take', 'care']	8
When it's gone we're done feeding ' . - Pass the chicken .	When its gone were done feeding    Pass the chicken	when its gone were done feeding    pass the chicken	['when', 'its', 'gone', 'were', 'done', 'feeding', 'pass', 'the', 'chicken']	['gone', 'done', 'feeding', 'pass', 'chicken']	['gone', 'done', 'feeding', 'pas', 'chicken']	2
Will you let go of me !	Will you let go of me	will you let go of me	['will', 'you', 'let', 'go', 'of', 'me']	['let', 'go']	['let', 'go']	1
Will you go to the medical officer with me and repeat what you've said ?	Will you go to the medical officer with me and repeat what youve said	will you go to the medical officer with me and repeat what youve said	['will', 'you', 'go', 'to', 'the', 'medical', 'officer', 'with', 'me', 'and', 'repeat', 'what', 'youve', 'said']	['go', 'medical', 'officer', 'repeat', 'youve', 'said']	['go', 'medical', 'officer', 'repeat', 'youve', 'said']	8, 4
I certainly don't consciously realise it , and I think that's pretty rotten of you to say that .	I certainly dont consciously realise it  and I think thats pretty rotten of you to say that	i certainly dont consciously realise it  and i think thats pretty rotten of you to say that	['i', 'certainly', 'dont', 'consciously', 'realise', 'it', 'and', 'i', 'think', 'thats', 'pretty', 'rotten', 'of', 'you', 'to', 'say', 'that']	['certainly', 'dont', 'consciously', 'realise', 'think', 'thats', 'pretty', 'rotten', 'say']	['certainly', 'dont', 'consciously', 'realise', 'think', 'thats', 'pretty', 'rotten', 'say']	3
Sorry , sister .	Sorry  sister	sorry  sister	['sorry', 'sister']	['sorry', 'sister']	['sorry', 'sister']	6
Stole my Tintoretto . and my [PERSON] . And it has taken all [PERSON]'s bronze [LOCATION] the Countess .	Stole my Tintoretto  and my PERSON  And it has taken all PERSONs bronze LOCATION the Countess	stole my tintoretto  and my person  and it has taken all persons bronze location the countess	['stole', 'my', 'tintoretto', 'and', 'my', 'person', 'and', 'it', 'has', 'taken', 'all', 'persons', 'bronze', 'location', 'the', 'countess']	['stole', 'tintoretto', 'person', 'taken', 'persons', 'bronze', 'location', 'countess']	['stole', 'tintoretto', 'person', 'taken', 'person', 'bronze', 'location', 'countess']	1
How you doin' ?	How you doin	how you doin	['how', 'you', 'doin']	['doin']	['doin']	2
We won , [PERSON] .	We won  PERSON	we won  person	['we', 'won', 'person']	['person']	['person']	5
I understand this is a difficult decision but there are human lives at stake , and if help arrives ,	I understand this is a difficult decision but there are human lives at stake  and if help arrives	i understand this is a difficult decision but there are human lives at stake  and if help arrives	['i', 'understand', 'this', 'is', 'a', 'difficult', 'decision', 'but', 'there', 'are', 'human', 'lives', 'at', 'stake', 'and', 'if', 'help', 'arrives']	['understand', 'difficult', 'decision', 'human', 'lives', 'stake', 'help', 'arrives']	['understand', 'difficult', 'decision', 'human', 'life', 'stake', 'help', 'arrives']	2
He sweats gasoline that man !	He sweats gasoline that man	he sweats gasoline that man	['he', 'sweats', 'gasoline', 'that', 'man']	['sweats', 'gasoline', 'man']	['sweat', 'gasoline', 'man']	3
Not your fault , don't think that .	Not your fault  dont think that	not your fault  dont think that	['not', 'your', 'fault', 'dont', 'think', 'that']	['fault', 'dont', 'think']	['fault', 'dont', 'think']	2, 5
Charming , all of you .	Charming  all of you	charming  all of you	['charming', 'all', 'of', 'you']	['charming']	['charming']	8
If there was a bum within miles , I was completely attracted to him .	If there was a bum within miles  I was completely attracted to him	if there was a bum within miles  i was completely attracted to him	['if', 'there', 'was', 'a', 'bum', 'within', 'miles', 'i', 'was', 'completely', 'attracted', 'to', 'him']	['bum', 'within', 'miles', 'completely', 'attracted']	['bum', 'within', 'mile', 'completely', 'attracted']	3, 5, 6
I haven't heard the sound of home in a while .	I havent heard the sound of home in a while	i havent heard the sound of home in a while	['i', 'havent', 'heard', 'the', 'sound', 'of', 'home', 'in', 'a', 'while']	['havent', 'heard', 'sound', 'home']	['havent', 'heard', 'sound', 'home']	8, 5, 6
Let's go !	Lets go	lets go	['lets', 'go']	['lets', 'go']	['let', 'go']	2
Enough of your tricks !	Enough of your tricks	enough of your tricks	['enough', 'of', 'your', 'tricks']	['enough', 'tricks']	['enough', 'trick']	1
l'll bring [PERSON] and one other .	lll bring PERSON and one other	lll bring person and one other	['lll', 'bring', 'person', 'and', 'one', 'other']	['lll', 'bring', 'person', 'one']	['lll', 'bring', 'person', 'one']	2, 5
Have they moved the embassy , or are you hijacking me ?	Have they moved the embassy  or are you hijacking me	have they moved the embassy  or are you hijacking me	['have', 'they', 'moved', 'the', 'embassy', 'or', 'are', 'you', 'hijacking', 'me']	['moved', 'embassy', 'hijacking']	['moved', 'embassy', 'hijacking']	1
♪ ♪ What are you thinking ?	♪ ♪ What are you thinking	♪ ♪ what are you thinking	['', 'what', 'are', 'you', 'thinking']	['', 'thinking']	['', 'thinking']	5
They're waiting for enlightenment .	Theyre waiting for enlightenment	theyre waiting for enlightenment	['theyre', 'waiting', 'for', 'enlightenment']	['theyre', 'waiting', 'enlightenment']	['theyre', 'waiting', 'enlightenment']	2
Turn back the clock ?	Turn back the clock	turn back the clock	['turn', 'back', 'the', 'clock']	['turn', 'back', 'clock']	['turn', 'back', 'clock']	1
Well , I never said that .	Well  I never said that	well  i never said that	['well', 'i', 'never', 'said', 'that']	['well', 'never', 'said']	['well', 'never', 'said']	1
Adiran , I'm just very happy to be here .	Adiran  Im just very happy to be here	adiran  im just very happy to be here	['adiran', 'im', 'just', 'very', 'happy', 'to', 'be', 'here']	['adiran', 'im', 'happy']	['adiran', 'im', 'happy']	5
It ain't worth it .	It aint worth it	it aint worth it	['it', 'aint', 'worth', 'it']	['aint', 'worth']	['aint', 'worth']	1
Let's just win the game .	Lets just win the game	lets just win the game	['lets', 'just', 'win', 'the', 'game']	['lets', 'win', 'game']	['let', 'win', 'game']	2
Let the party begin .	Let the party begin	let the party begin	['let', 'the', 'party', 'begin']	['let', 'party', 'begin']	['let', 'party', 'begin']	2
You look different .	You look different	you look different	['you', 'look', 'different']	['look', 'different']	['look', 'different']	7
Satan : I'll be back !	Satan  Ill be back	satan  ill be back	['satan', 'ill', 'be', 'back']	['satan', 'ill', 'back']	['satan', 'ill', 'back']	2, 5
I know all about you , back from your first fight with Apollo Creed .	I know all about you  back from your first fight with Apollo Creed	i know all about you  back from your first fight with apollo creed	['i', 'know', 'all', 'about', 'you', 'back', 'from', 'your', 'first', 'fight', 'with', 'apollo', 'creed']	['know', 'back', 'first', 'fight', 'apollo', 'creed']	['know', 'back', 'first', 'fight', 'apollo', 'creed']	3
Tell me about you .	Tell me about you	tell me about you	['tell', 'me', 'about', 'you']	['tell']	['tell']	2
