text	tokenized	preprocessed	label
He got wounded somewhere in [LOCATION] , and they sent him home .	['got', 'wound', 'somewher', 'locat', 'sent', 'home']	got wound somewher locat sent home	4
He has to testify again in [LOCATION] in days , but he not gonna make it now because by tomorrow this story's in the newspaper .	['testifi', 'locat', 'day', 'gonna', 'make', 'becaus', 'tomorrow', 'stori', 'newspap']	testifi locat day gonna make becaus tomorrow stori newspap	4
He kept expecting a bolt of lightning to come out of of the sky and strike him dead .	['kept', 'expect', 'bolt', 'lightn', 'come', 'sky', 'strike', 'dead']	kept expect bolt lightn come sky strike dead	4
He knows , what I do not understand it is for what reason the Inglethorp it seemed so interested in being a prisoner .	['know', 'understand', 'reason', 'inglethorp', 'seem', 'interest', 'prison']	know understand reason inglethorp seem interest prison	4
He must be in shock . This rush , this adrenaline , the fear .	['must', 'shock', 'rush', 'adrenalin', 'fear']	must shock rush adrenalin fear	4
He must keep you on overtime .	['must', 'keep', 'overtim']	must keep overtim	4
He promised to pursue it vigorously .	['promis', 'pursu', 'vigor']	promis pursu vigor	4
He says it's dangerous to spend the night in the village .	['say', 'danger', 'spend', 'night', 'villag']	say danger spend night villag	4
He should have been here by now .	[]		4
He thinks I may be arrested any minute .	['think', 'may', 'arrest', 'ani', 'minut']	think may arrest ani minut	4
He tied her up ... He beat her with some instrument and strangled her .	['tie', 'beat', 'instrument', 'strangl']	tie beat instrument strangl	4
He took six pills in one hour , instead of one every four hours .	['took', 'six', 'pill', 'one', 'hour', 'instead', 'one', 'everi', 'four', 'hour']	took six pill one hour instead one everi four hour	4
He tried to knife me .	['tri', 'knife']	tri knife	4
He used to make me bend over while he whipped me with his belt .	['use', 'make', 'bend', 'whip', 'belt']	use make bend whip belt	4
He wants to die !	['want', 'die']	want die	4
He was afraid of losing his job .	['afraid', 'lose', 'job']	afraid lose job	4
He was killed .	['kill']	kill	4
He was trying to stop it .	['tri', 'stop']	tri stop	4
He went after him like ...	['went', 'like']	went like	4
He -- he's a friend .	['hes', 'friend']	hes friend	4
He'd kill us if he got the chance .	['hed', 'kill', 'us', 'got', 'chanc']	hed kill us got chanc	4
He'll keep us flying missions till we're all dead .	['hell', 'keep', 'us', 'fli', 'mission', 'till', 'dead']	hell keep us fli mission till dead	4
He'll kill me if he has to .	['hell', 'kill']	hell kill	4
He'll snap any day .	['hell', 'snap', 'ani', 'day']	hell snap ani day	4
He'll use everything in the book and then some he's made up to kill you .	['hell', 'use', 'everyth', 'book', 'hes', 'made', 'kill']	hell use everyth book hes made kill	4
He's about to blow the whole machine to smithereens and you with it !	['hes', 'blow', 'whole', 'machin', 'smithereen']	hes blow whole machin smithereen	4
He's afraid I'll tell the truth about my relationship with [PERSON] ...	['hes', 'afraid', 'ill', 'tell', 'truth', 'relationship', 'person']	hes afraid ill tell truth relationship person	4
He's crazier than I am .	['hes', 'crazier']	hes crazier	4
He's cutting our throat .	['hes', 'cut', 'throat']	hes cut throat	4
He's going to get us into trouble .	['hes', 'go', 'get', 'us', 'troubl']	hes go get us troubl	4
He's gonna kill her .	['hes', 'gonna', 'kill']	hes gonna kill	4
He's gonna kill you !	['hes', 'gonna', 'kill']	hes gonna kill	4
He's got a shotgun on you , [PERSON] .	['hes', 'got', 'shotgun', 'person']	hes got shotgun person	4
He's hurt pretty bad .	['hes', 'hurt', 'pretti', 'bad']	hes hurt pretti bad	4
He's killing me .	['hes', 'kill']	hes kill	4
He's one of the twins and not what you call completely there .  	['hes', 'one', 'twin', 'call', 'complet']	hes one twin call complet	4
He's peeking at us through the curtains .	['hes', 'peek', 'us', 'curtain']	hes peek us curtain	4
He's starting to ... He's starting to ...	['hes', 'start', 'hes', 'start']	hes start hes start	4
He's still emotionally unstable .	['hes', 'still', 'emot', 'unstabl']	hes still emot unstabl	4
He's such a nut about that car and driving fast ...	['hes', 'nut', 'car', 'drive', 'fast']	hes nut car drive fast	4
He's the fox in the henhouse !	['hes', 'fox', 'henhous']	hes fox henhous	4
Heavens , no !	['heaven']	heaven	4
Help him !	['help']	help	4
Help me , please ! - Get him off me !	['help', 'pleas', 'get']	help pleas get	4
Help me !	['help']	help	8, 4, 7
Help me .	['help']	help	8, 4
Help us please !	['help', 'us', 'pleas']	help us pleas	4
Help us .	['help', 'us']	help us	8, 4, 5
Help , I'm slipping !	['help', 'im', 'slip']	help im slip	4
Help !	['help']	help	4, 7
Help ! - Hello ...	['help', 'hello']	help hello	4
Help ! Help !	['help', 'help']	help help	8, 4
Help . Help me .	['help', 'help']	help help	4
Here we go again .	['go']	go	4
Here , faster , before the planes are back .	['faster', 'befor', 'plane', 'back']	faster befor plane back	4
[PERSON] , we've got a serious problem .	['person', 'weve', 'got', 'serious', 'problem']	person weve got serious problem	4
Hey , don't shoot !	['hey', 'dont', 'shoot']	hey dont shoot	4
Hey , I'm sorry about upstairs but I do see your pretty face and I just had to kiss it .	['hey', 'im', 'sorri', 'upstair', 'see', 'pretti', 'face', 'kiss']	hey im sorri upstair see pretti face kiss	4
Hey , let me outta here !	['hey', 'let', 'outta']	hey let outta	4
Hey , no !	['hey']	hey	4
Hey , they're ... they're shutting the door .	['hey', 'theyr', 'theyr', 'shut', 'door']	hey theyr theyr shut door	4, 7
Hey , wait for me .	['hey', 'wait']	hey wait	4
His ambition has jeopardized the prosperity of the English people .	['ambit', 'jeopard', 'prosper', 'english', 'peopl']	ambit jeopard prosper english peopl	4
His blood ?	['blood']	blood	4
His body and clothes soaked in blood ?	['bodi', 'cloth', 'soak', 'blood']	bodi cloth soak blood	4
His plane could be late !	['plane', 'could', 'late']	plane could late	4
Hit the brakes !	['hit', 'brake']	hit brake	4
Holy shit !	['holi', 'shit']	holi shit	4, 7
Hope that some help comes .	['hope', 'help', 'come']	hope help come	4
Hope this thing don't go off while I'm climbing down .	['hope', 'thing', 'dont', 'go', 'im', 'climb']	hope thing dont go im climb	4
How about my wrist ?	['wrist']	wrist	4
How about the gardener ? This evidence might convict me in court .	['garden', 'evid', 'might', 'convict', 'court']	garden evid might convict court	4
How are you going to stop them ?	['go', 'stop']	go stop	4
How can I sleep when they stole my children ?	['sleep', 'stole', 'children']	sleep stole children	4
How can I undo the spell ?	['undo', 'spell']	undo spell	4
How can we be absolutely sure the waste disposal is taken care of ?	['absolut', 'sure', 'wast', 'dispos', 'taken', 'care']	absolut sure wast dispos taken care	4
How can you want me now I'm like this ?	['want', 'im', 'like']	want im like	4
How come there is no fire in the room ?	['come', 'fire', 'room']	come fire room	4, 7
How could he , A young , inexperienced priest , Do battle alone with the dark lord himself ?	['could', 'young', 'inexperienc', 'priest', 'battl', 'alon', 'dark', 'lord']	could young inexperienc priest battl alon dark lord	4, 7
How could she be there if she got on that helicopter ?	['could', 'got', 'helicopt']	could got helicopt	4, 7
How did [PERSON] injure Liberty Rail ?	['person', 'injur', 'liberti', 'rail']	person injur liberti rail	4
How do I know you'll jump ?	['know', 'youll', 'jump']	know youll jump	4
How do I plead ?	['plead']	plead	4
How do I undo the spell ?	['undo', 'spell']	undo spell	4
How do you keep something secret ?	['keep', 'someth', 'secret']	keep someth secret	4
How do you know there was a murder ?	['know', 'murder']	know murder	4
How do you know we can trust her ? She's had your fingers before , [PERSON] .	['know', 'trust', 'shes', 'finger', 'befor', 'person']	know trust shes finger befor person	4
How do you know ?	['know']	know	4, 7
How is that going to look at home ?	['go', 'look', 'home']	go look home	4
How many ? = All of us . - Sorry , not enough room .	['mani', 'us', 'sorri', 'enough', 'room']	mani us sorri enough room	4, 7
How much do you think he heard ?	['much', 'think', 'heard']	much think heard	4
How much longer do you think your country will last ?	['much', 'longer', 'think', 'countri', 'last']	much longer think countri last	4
How much time has the world got ?	['much', 'time', 'world', 'got']	much time world got	4
How the hell are you going to give it to me in public ?	['hell', 'go', 'give', 'public']	hell go give public	4
How's Miss [PERSON] bearing up ?	['miss', 'person', 'bear']	miss person bear	4
Hurry , hurry !	['hurri', 'hurri']	hurri hurri	4
I ... just afraid to lose you .	['afraid', 'lose']	afraid lose	4
I admit I was nervous .	['admit', 'nervous']	admit nervous	4
I ain't through talkin' with you yet !	['aint', 'talkin', 'yet']	aint talkin yet	4
I also know about the stakeouts , the tailings , the video cassettes .	['also', 'know', 'stakeout', 'tail', 'video', 'cassett']	also know stakeout tail video cassett	4, 7
I always feared dying in the gutter with a bellyful of booze .	['alway', 'fear', 'die', 'gutter', 'belly', 'booz']	alway fear die gutter belly booz	4
I always knew there was something strange about their crowd . What are you talking about ?	['alway', 'knew', 'someth', 'strang', 'crowd', 'talk']	alway knew someth strang crowd talk	4
I am afraid of murder .	['afraid', 'murder']	afraid murder	4
I am afraid that there is no coincidence here .	['afraid', 'coincid']	afraid coincid	4
I am also concerned about the misinformation about nuclear waste .	['also', 'concern', 'misinform', 'nuclear', 'wast']	also concern misinform nuclear wast	4
I am aware of that , but to be seen together could be disastrous for us both .	['awar', 'seen', 'togeth', 'could', 'disastr', 'us']	awar seen togeth could disastr us	4
I am not prepared for wells to run dry !	['prepar', 'well', 'run', 'dri']	prepar well run dri	4
I am so sorry . Hi , buddy !	['sorri', 'hi', 'buddi']	sorri hi buddi	8, 4
I can not believe it .	['believ']	believ	4, 6, 7
I can see panicked citizens taking to the streets if this gets out .	['see', 'panick', 'citizen', 'take', 'street', 'get']	see panick citizen take street get	4
I can tell you now I was a little worried when I heard you weren't going to be here yourself .	['tell', 'littl', 'worri', 'heard', 'werent', 'go']	tell littl worri heard werent go	4
I can't agree to the terms without the approval of my State Councillor for Foreign Affairs .	['cant', 'agre', 'term', 'without', 'approv', 'state', 'councillor', 'foreign', 'affair']	cant agre term without approv state councillor foreign affair	4
I can't breathe in here .	['cant', 'breath']	cant breath	4
I can't breathe !	['cant', 'breath']	cant breath	4
I can't do this .	['cant']	cant	4, 6
I can't fight you both .	['cant', 'fight']	cant fight	4
I can't go through it ... You hear me ?	['cant', 'go', 'hear']	cant go hear	4, 6, 7
I can't go to the grand jury without him .	['cant', 'go', 'grand', 'juri', 'without']	cant go grand juri without	4, 6
I can't keep this from the president any longer .	['cant', 'keep', 'presid', 'ani', 'longer']	cant keep presid ani longer	4, 6
I can't save [PERSON] .	['cant', 'save', 'person']	cant save person	4
I can't see myself .	['cant', 'see']	cant see	4
I can't start acting like a father now .	['cant', 'start', 'act', 'like', 'father']	cant start act like father	4, 6
I can't take responsibility for this .	['cant', 'take', 'respons']	cant take respons	4
I can't tell you about it .	['cant', 'tell']	cant tell	8, 4
I can't think straight !	['cant', 'think', 'straight']	cant think straight	4
I can't trust nobody .	['cant', 'trust', 'nobodi']	cant trust nobodi	4
I can not fight .	['fight']	fight	4
I changed my mind .	['chang', 'mind']	chang mind	4
I contacted the police , I contacted the FBI .	['contact', 'polic', 'contact', 'fbi']	contact polic contact fbi	4
I could not get it off , [PERSON] .	['could', 'get', 'person']	could get person	4
I couldn't be certain your apartment was safe .	['couldnt', 'certain', 'apart', 'safe']	couldnt certain apart safe	4
I couldn't hate you , so my hatred turned into an insane fear .	['couldnt', 'hate', 'hatr', 'turn', 'insan', 'fear']	couldnt hate hatr turn insan fear	4
I couldn't ...	['couldnt']	couldnt	4, 6
I declare , [PERSON] , sometimes I think you got psychic powers .	['declar', 'person', 'sometim', 'think', 'got', 'psychic', 'power']	declar person sometim think got psychic power	4, 7
I didn't know anybody was going to be killed .	['didnt', 'know', 'anybodi', 'go', 'kill']	didnt know anybodi go kill	4
I didn't know what I was doing .	['didnt', 'know']	didnt know	4
I didn't know what to do .	['didnt', 'know']	didnt know	4
I didn't mean to kill him .	['didnt', 'mean', 'kill']	didnt mean kill	4
I didn't mean to offend you . I was just being me , you know ?	['didnt', 'mean', 'offend', 'know']	didnt mean offend know	4, 6
I didn't mean to oversell .	['didnt', 'mean', 'oversel']	didnt mean oversel	4
I didn't see him , but he hit me .	['didnt', 'see', 'hit']	didnt see hit	4
I didn't want to mess it up .	['didnt', 'want', 'mess']	didnt want mess	4, 6
