text	label
My friends and I would like to party with five of your girls in [LOCATION]'s Pen .	2
[LOCATION] has always been able to crack your neck .	1
Sorry I was suspicious .	6
I don't know anything about being a commander .	4
Oh , God , it even has a barn .	7
But my problem is , there's a terrible crime committed today and I haven't told the police .	2, 4
That's normal . That's what she should be doing .	8, 5
Besides , whoever marries her will rule the entire kingdom .	8
I wonder if I could remind the [PERSON] of his promise ... that I might speak to him at any time ?	2
Then we can't let him get away again .	1
I've never before known anyone who was really brave .	6
Don't think my Pa was a pervert then .	1
We've got to keep ... Keep daddy happy .	6
I'll do everything I can to make a success of it .	2
That's the man that eats people	3
For what ?	1
That was our only way of finding out what was going on !	1, 6
Cause I said so .	1
Who is she ?	7
It's a shame , isn't it ?	3, 6
I would want no one else .	8, 2, 5
Let's find something to eat .	2
Stand here and argue .	1
We're not going to plant anything , if that's what you're worried about .	1, 7
For a start , I think I need a new doorman .	2, 5
The question is abusive .	3
See you later , darling .	8, 5
Listen , a special envoy is coming from [LOCATION] today .	2
That task force is headed this way .	4
Dangerous . Probably a serial killer .	4
Emotionally , she's a child .	1
Aye , yous like to call yourselves opportunists instead of anarchists .	1
You must have some idea where he was going .	8
No , no . - No interference from us , right ?	3
And we are no longer victims of this violent , convulsive act , which so debased women and betrayed men .	3
I don't believe it !	1
Cannonball !	5
Let's hope it holds out .	2
Boy , am I tired !	6
And if there's anything else you want , just holler .	8
We can talk about it tonight .	8, 5
Champagne , [PERSON] !	5
Keep your men here !	1
One of the waiters tells me she's got quite a reputation for not mingling .	8, 7
Listen , I really can't talk about this over the phone .	4
You've all won first prize .	5
Kind of reckless of you .	3
I'm sure glad we've run into you .	5
Is anyone down there ?	4
I was lucky I come across her last .	7
It's always nice to see you .	5
I hope you know that .	5
You have to come and see us as soon as we get back .	2
We're not all masochists .	3, 6
No one wants to fly with you .	1
Since I'm a one - man show around here , I think I'll forgive myself this one time ...	8, 6
Can I have your gun , please ?	8
You get in your compartment , shut the door and lock it .	1
I'll win something .	2
I can still smell her aroma .	6
I don't like to .	6
We're partnering on a project .	8
Well , just 'cause I'm hungry . - I'm gonna get something to eat .	5
Let's try this ...	2
We've been doin' real good .	5
I want you to look how the moonlight cuts through the trees .	5
I'll see to it .	2, 5
They sure have all the right equipment .	8
And I cried the whole time .	6
You're more resilient than I gave you credit for .	8
I see them coming , baby I'm throwing myself in the fucking ocean !	4
It was awful !	6
Rocky , up !	2
Now if we want to survive we've got to fight back , we can't hide anymore .	8, 1, 2, 4
You're a month early for the book fair .	7
No , nothing .	6, 7
It cheered me up infinitamente .	5
How can I help you ?	8, 5
Stop putting on that gear !	1, 7
[PERSON] ! Welcome back .	5
But they actually had a very thin but tight fitting suit on .	6, 7
One time , I , uh , I lost my car .	6
But the way this one exploded required some type of detonator .	4
Besides I can't -- l can't afford to lose bucks .	4
Fracture that whole part of the world , and now we have ISIS .	4
All I heard was trash talk .	6
Spare some change ? No .	2, 6, 7
Want me to be his .	2
I really missed you .	6
I'm sick .	6
You and [PERSON] will be doing the dirty crockery alone this evening .	3
You take pleasure in torturing people !	3
This is beautiful .	5
Another break - in by some ... Sex - crazed man .	1
Fucking cops always forget something .	1, 3
And Spider Man died kind of slow .	6
Is that so far from your desire ?	7
Home sweet home .	5
We'll see you out there .	2
We're going to fix that .	8
Don't burn yourself , [PERSON] .	4
You're men !	1, 3, 4, 7
And in my first days , I will reach across party lines and devote my administration , your government , to securing them .	2
[PERSON]'ll hear !	2
Why would they arrest you , Father ?	7
We whispered your names when we were kids ... scared to say them out loud .	4
Oh tots !	2, 5
They believe they're destined for great things , just like many of you .	2
Now , the police are gonna want me to let some of you go as a sign of good faith .	1, 3, 6
Might not get another chance .	6
I'm beginning to like it .	2, 5
You have the most unusual name , too .	7
You worked with [PERSON] , [PERSON] and them guys ?	2
That's right , home girl ,	5
He's lying .	8, 1, 3
Maybe you're right .	8
She's going to die if you don't help me .	4
Our soldiers are dying in the inferno to be burning tanks .	4
Now , listen , stow the chatter , mate , and get on that banjo .	2
We don't want none of his gratitude !	1
We ought to take advantage of every moment .	5
It can't be that difficult .	1
You give me no choice but to ground you .	1, 4
To some very interesting Armenian food .	2
I know . I miss him too .	6
There's some problems .	4
How dare you , sir !	1
Yes , I'll be with you in a minute , Mr. [PERSON] !	2
Any guy who says he can fence $ 50,000 , is crazy .	7
You're drinking the good stuff .	5
Attention !	1, 2
I am glad you are better .	5
In your world if The Neverending Story is fading no child will ever know about Junior .	6
I'll get you loose . - It's a trap .	8
What do you call it ?	1
No , I don't like it .	3, 6, 7
The only ones who see a UFO on TV programs are the rednecks .	1, 3
I hate you all .	1
Thank you for making me a Human Being .	8
Mind if we ask who the hell you are ?	1
I'll go back to [LOCATION] and be a Fuller Brush girl .	2
Everything's fine .	5
You'd rather be found dead with two small children in [LOCATION] ?	4
Did [PERSON] really play here ?	7
I've waited a long time for this .	2
Let me in !	1, 4
You really are afraid of this place .	8, 2, 7
Give me a yell when you want me to unlock the door .	8
Your face ... which tells me how much you don't want to be here .	4
Feels like we're going down .	4
Pablo !	1
Come on , we don't wan na miss our bus .	2
Your niece will have no trouble meeting the Queen's requirements .	8
[PERSON] talked him out of it .	5
All the flight crew is ... either dead or ... or badly injured .	4
Only I didn't create 'em , I heard about 'em from other people .	6, 7
[PERSON] , I'm disappointed in you . Hiding under a nest while [PERSON] needs help .	1, 6
It's OK .	8
I'm sorry , I just made a mistake .	8, 4, 6
I told her you didn't fuck around .	8
Our assessment is , Your Honor , is that they are responsible , at least in part , for both the creation of these ads and for the development of these ads . they're actually instructions to pimps on how to post an ad that works .	3, 4
He had to go back to work .	6
So secret they didn't even talk about it .	2
[PERSON] , they're going to kill you !	4
He's right .	8
No matter what's happened , this child is going to need you .	8, 4
You look beautiful .	8, 5
I'm going to [LOCATION] with a million bucks taped to my butt unless you keep screwing around , in which case , we'll all go to jail .	1, 3, 4
Come on , [PERSON] . I know you need it .	2
Cut out all that talking , [PERSON] .	1
Yes , I'm afraid I was misquoted .	6, 7
Do you think nobody can tell ?	6
You couldn't have timed it better .	5
Come on ! - [PERSON] !	8, 1, 2, 4
Thirteen dead in what appears to be a Nuke money massacre .	4
Any friends of mine are friends of his .	8
Where's [PERSON]'s old lady , man ? ,	7
Why don't you have another one ?	2
My blood group is very unusual . Look !	2
I'm afraid we must go , dear .	6
The girl you thought you knew was quite nameless and without reality .	3
I'm thinking about showing him and getting pregnant . Of course if I get pregnant I can't go to FATI .	2, 5
How come they're happier than us ?	1, 3
He who wears the ring ... ♪ Help !	4, 5
you ever make me look stupid , you're dead .	1
[PERSON]'s going to help with my chemistry .	5
You've done it again , and I'm responsible .	1
I mean , jeez ...	1, 7
Go with it , quick ! Do not stop .	1
Don't do anything until you hear from me .	1, 2
Uh , off message throughout .	1, 7
Why don't you shut the fuck up ?	1
No . This is [PERSON] .	7
Take it easy .	8
Who reported it ?	2
Still you should have asked before taking it	1
[PERSON] is with [PERSON] .	8
Think he gives a damn about me if the watch backfires ?	1, 3, 6
I can do anything .	5
Manchester has a good drummer .	8, 5
But , I , after spending years I found not a shred of evidence that we have alien visitors in our skies .	3
I can't wait .	2
Doesn't a doctor have to do that ?	7
Get out of the god damn hallway , [PERSON] .	1
She's a beautiful tough cookie .	5
All the officers were disloyal .	1, 3, 6, 7
A safety - first Clyde .	8, 5
Mr. [PERSON] , it seems that [PERSON]'s mother was murdered by [PERSON]'s father .	7
Come on , buddy .	2
That's how it works .	1, 2, 5
l hate this part .	1
Isn't that what's wrong with the world today ?	6
I'll make [LOCATION] look like a little place where the monks live .	1, 3
What can he do ?	2
Soon as we get to [PERSON]'s , we'll sleep then .	2
You took him !	1, 6, 7
We don't want advantages , and we don't want prejudices .	1
I don't understand what's going on today .	4, 6, 7
[PERSON] is taken .	4, 6
Deadly and poisonous .	4
It's as empty as ashes .	6
And the only way we got of holding 'em off is by getting together .	8
[PERSON] , I've got something really big for you .	2
I feel another song coming on .	2
You're fucking stabbing me in the back , man .	3
Are you just about finished ?	1
Let's try to figure the whole thing out .	8
Come on up .	2
Very funny .	5
How are we supposed to raise that kind of money ?	1, 2
How kind .	8
Please , you have to let me go .	4
But he's the best cameraman I know .	8
Even though we were close , even though you betrayed me , and I trusted you , I would never harm you .	8, 5
And I don't like nobody touching my stuff !	3
I didn't mean to hurt you .	6
You can't come in .	1
Decker won't tell anyone .	8
I thank you all for your continued service .	8, 5
[PERSON] didn't even look at me .	7
I said some bad things about the boy , but we can explain that to the exuberance and excitement of youth , because he's certainly changed his ways now .	5
Aren't you going with [PERSON] ?	2, 7
I'm blowing this place .	1
You see what a good wife she is ?	5
Do you know [PERSON] , our ambassador there ?	2, 5
He'll be safe with me .	2
