text	label	labelarr	first_label
How could they with you here ?	1, 3	['1', ' 3']	1
I thought we should get acquainted , since we're neighbours .	8	['8']	8
I don't have casual affairs .	6, 7	['6', ' 7']	6
Well we're looking at major indictments , sir .	4	['4']	4
We thought you'd be safer on the ground .	8	['8']	8
Especially when there are no days and nights in it , but just days that turn black when the sun goes down .	6	['6']	6
You think I'm beautiful ?	5	['5']	5
I've been thinkin' about gettin' on the highway patrol .	2	['2']	2
Why do You have to make everything so bloody difficult ?	1	['1']	1
How long are you staying in [LOCATION] , please , Mr [PERSON] ?	2	['2']	2
Didn't you hear me ? I said go away !	1	['1']	1
What about ten commendations for valour and the best felony arrest record in the history of this department ?	1	['1']	1
I never bet when I'm sure I'm right .	5	['5']	5
There was much to occupy me , So I left my apprentice to deal with [PERSON] .	8	['8']	8
Go on . - Go on . Yeah .	5	['5']	5
Oh , my God , what an idiot .	3	['3']	3
You ready for a rematch ?	2	['2']	2
I'll fly tomorrow to [LOCATION] and tell you all I know .	8	['8']	8
OK , but it's the last time I set foot in this house .	8, 1	['8', ' 1']	8
Dad !	1, 4, 6	['1', ' 4', ' 6']	1
I don't know why I'm in such a hurry to get into trouble again .	4	['4']	4
I strongly suggest you don't mess with G - Fresh anymore !	1	['1']	1
You make me sick with your heroics .	3	['3']	3
I'll tell you why I'm calling .	1, 2	['1', ' 2']	1
Have you no patriotism ?	3	['3']	3
And the only way we got of holding 'em off is by getting together .	8	['8']	8
Make it a single , [PERSON] .	8, 1, 2	['8', ' 1', ' 2']	8
You hit me again and I'm gonna rip your face off .	1, 3	['1', ' 3']	1
Car exploded outside .	4	['4']	4
I've been aching to mention it to you .	2	['2']	2
But ... good lord , yes !	5	['5']	5
I never thought I'd find myself in that crowd .	6	['6']	6
I'm going to have to leave this place real soon , thanks to you .	1	['1']	1
It was our last evening together .	6	['6']	6
Just in case .	4	['4']	4
Your book is brilliant ... but it lacks scope .	7	['7']	7
I'm sorry about the shoes .	6	['6']	6
When he gets off the train , he'll pick up some gold and send it to me .	2	['2']	2
And I have accepted .	2	['2']	2
I hope it doesn't get any worse .	4	['4']	4
Get back in ranks !	1	['1']	1
I've known those kids since they were in preschool .	8	['8']	8
She said she thought it was very thoughtful of me .	5	['5']	5
Why do you say that ?	7	['7']	7
Watch this .	2	['2']	2
But you wouldn't know anything about that .	8	['8']	8
You seem easily impressed by numbers , captain .	3	['3']	3
It's time I faced up to what I do have to do .	8, 2	['8', ' 2']	8
That reminds me . We're putting the boat in this weekend .	2	['2']	2
Don't feel bad .	2	['2']	2
You sure ?	8, 2, 7	['8', ' 2', ' 7']	8
Don't give up , [PERSON] !	2, 5	['2', ' 5']	2
Keep your mouth shut !	1	['1']	1
[PERSON] , take care of this .	8	['8']	8
Let me try .	1, 2, 5	['1', ' 2', ' 5']	1
Cut out all that talking , [PERSON] .	1	['1']	1
I couId vomit .	3, 7	['3', ' 7']	3
Could be .	2	['2']	2
You know something ? Off the screen , I don't think I've ever seen you laugh before .	7	['7']	7
Did you sleep well ?	2	['2']	2
Sure , [PERSON] , yeah .	8	['8']	8
How perfectly lovely .	5	['5']	5
I'll ... bet the size of the pot .	8	['8']	8
[PERSON] . [PERSON] ! It's finished .	5, 7	['5', ' 7']	5
And when things die , they go some place else .	2	['2']	2
And you and I are going out together .	2	['2']	2
We're running out of ammunition .	4	['4']	4
That's [PERSON] park , Mr. computer from downstairs . Some of the hardware is so outdated .	3	['3']	3
We all have to sacrifice something .	6	['6']	6
What the hell are you doing ?	1	['1']	1
I'm gonna kill you .	1	['1']	1
Are you crazy , [PERSON] ?	7	['7']	7
I didn't know you were married .	7	['7']	7
The most horrible thing was , you'd smile when you were mad .	6	['6']	6
Just a walk in the park .	2, 5	['2', ' 5']	2
Are you buried alive ? No .	4, 7	['4', ' 7']	4
How does he end his letter ?	2	['2']	2
You look beautiful .	8, 5	['8', ' 5']	8
I'm getting richer all the time .	5	['5']	5
He's an asshole , but you'll get used to him after a while .	8, 7	['8', ' 7']	8
They are all happy all the time .	5	['5']	5
For me , the fun went out of it after [PERSON] died . It was never any good , really , after that .	6	['6']	6
Well , what do I care .	1, 6	['1', ' 6']	1
Morphine syrette . Give me a morphine syrette . I got it .	5	['5']	5
You sure she's gonna show ?	2	['2']	2
Listen , a special envoy is coming from [LOCATION] today .	2	['2']	2
Was the city trying to strike a deal with the drug lords ?	1, 4, 7	['1', ' 4', ' 7']	1
We think we got our Jack the Ripper .	2	['2']	2
Nobody remembers number two .	6	['6']	6
Why the hell not ?	1	['1']	1
We sent the messages !	2	['2']	2
So , where are we all off to ?	2	['2']	2
After them ! After them !	1, 2	['1', ' 2']	1
That's how I feel about it .	8	['8']	8
He bought it the day following his appointment to the Senate and is using his privileged office for his own personal profit !	3	['3']	3
Uh-oh !	4, 7	['4', ' 7']	4
Okay . All right !	8, 5	['8', ' 5']	8
I really have no explanation for that , Senator .	4	['4']	4
Captain , I'm glad you're back .	5	['5']	5
So that you could tell me this ?	1, 7	['1', ' 7']	1
Please come back , [PERSON] .	6	['6']	6
[PERSON] , this is a fairly young guy .	7	['7']	7
My unit's due to be shipped out soon .	6	['6']	6
It made me Mink about all of us being together again and how we used to be .	6	['6']	6
Don't you ever say that to me again .	1, 3	['1', ' 3']	1
Do I have something on my face ?	4	['4']	4
But I don't know anything about [LOCATION] .	2, 7	['2', ' 7']	2
Sing something , [PERSON] . Wonderful idea !	5	['5']	5
It's a great philosophy .	5	['5']	5
You must be confused , senor .	1, 2	['1', ' 2']	1
When [PERSON] got seriously ill , you sent her to a home .	6	['6']	6
What'd he die of ?	8	['8']	8
[PERSON] talked him out of it .	5	['5']	5
Something's going to happen on [PERSON] soon .	2, 4	['2', ' 4']	2
I am happy you're out of jail , [PERSON] .	5	['5']	5
The rest of you will play [PERSON] and [PERSON]'s friends .	2	['2']	2
She's pregnant ?	7	['7']	7
Another dead end .	4	['4']	4
Idiot !	3	['3']	3
I'm through making mistakes .	2, 4	['2', ' 4']	2
Well , you see , over here , you know , in the [LOCATION] , they have these big companies that send out these personnel directors to these colleges to sign up the bright students and their wives .	3	['3']	3
He's been recorded saying ...	2	['2']	2
I shall miss you too .	6	['6']	6
Will you do it for me ?	2	['2']	2
You want to hurt me ? You already did .	1, 3, 6	['1', ' 3', ' 6']	1
Is her lover . He comes over .	5, 7	['5', ' 7']	5
We're so damn lost .	4	['4']	4
But you can't .	6	['6']	6
My ex-wife is now in [LOCATION] , in my ex-home with my ex-dog .	3, 6	['3', ' 6']	3
There she was , the world's number one symbol of desirability , on display all over the world's number one showroom , with the world's number one customers wanting to buy , and nobody wrapped her up and took her home .	4, 7	['4', ' 7']	4
It could get you in trouble .	4	['4']	4
I promised your father I'd take care of you .	6	['6']	6
You want a cute little infant .	2	['2']	2
We have a winner !	5	['5']	5
Mr. [PERSON] wants to know how come he don't know you .	5, 7	['5', ' 7']	5
Goodbye , Mom .	6	['6']	6
Sounds good .	5	['5']	5
And how about translators ?	1	['1']	1
Where are you going ? - I have a date .	5	['5']	5
Well , no , but it's got potential .	8, 2	['8', ' 2']	8
Don't you want to say anything to these people ?	1, 2	['1', ' 2']	1
Just put me through on the phone , [PERSON] . Goddamn it !	1	['1']	1
Well , that's pretty sweet .	5	['5']	5
I'm sorry to hear about your little loss .	6	['6']	6
We don't like him .	1	['1']	1
Yeah , he's bullshit .	3	['3']	3
My goodness , you have such an attractive little garden here .	7	['7']	7
You followed my advice and took your sperm to somebody who knows what to do with it , a surrogate mother .	8	['8']	8
Surveillance is my specialty .	8, 5	['8', ' 5']	8
You've been told .	1, 2	['1', ' 2']	1
Please . Understand I was taken by surprise .	8, 4, 6	['8', ' 4', ' 6']	8
Wouldn't this be faster ?	7	['7']	7
That's not gonna happen !	1	['1']	1
The stewardess is flying the plane ?	7	['7']	7
[PERSON] , what's the matter ?	4	['4']	4
That's more like it .	5	['5']	5
I ought to run him out of the house .	1	['1']	1
Yeah , but he's not gonna take me along any more , is he ?	6	['6']	6
He ain't gonna put out bucks on a lousy pair .	1, 3	['1', ' 3']	1
What about the big band I got to play ? Do you remember that ?	5	['5']	5
Why look at me that so strangely ?	4, 7	['4', ' 7']	4
I was weak and tired , Listless , out of sorts , and ...	6	['6']	6
Though you may think you're having fun now you only hurt the one you love .	6	['6']	6
Anything interesting ?	2	['2']	2
Yeah , that's right , [PERSON] .	5, 7	['5', ' 7']	5
I love my family .	8, 5	['8', ' 5']	8
It's dangerous .	4	['4']	4
There's someone crying .	6	['6']	6
Then there's nothing left for me .	6	['6']	6
Don't run away !	1, 6	['1', ' 6']	1
Nice going , asshole !	1	['1']	1
Got ta duck down lower . Go under the wind , go under it !	8	['8']	8
Please hurry .	4	['4']	4
Please , I'm begging you .	4	['4']	4
You've been drinking again , haven't you ?	3	['3']	3
Of course . You're a big supporter of my opponent .	8, 1, 3	['8', ' 1', ' 3']	8
The question is abusive .	3	['3']	3
It's too late for that , [PERSON] .	6	['6']	6
I heard you got married .	5	['5']	5
Don't think my Pa was a pervert then .	1	['1']	1
I wouldn't have missed this for anything .	5	['5']	5
Yours ?	8	['8']	8
Who's afraid of a little booger ?	3	['3']	3
Aw , I'll do what I damn well please .	8, 1, 5	['8', ' 1', ' 5']	8
I never should've left .	1, 3, 6	['1', ' 3', ' 6']	1
Okay , you have fun .	5	['5']	5
You get your ass over there , Gate .	1	['1']	1
This starved duck ?	3	['3']	3
You poor child .	6	['6']	6
Because I watched [PERSON] go through exactly what you're going through right now .	2	['2']	2
No two people have ever been so in love	5	['5']	5
You ought to know your way around here pretty well .	8	['8']	8
Don't tell me you're embarrassed ?	7	['7']	7
I taught him .	8	['8']	8
Why I bother to look so good when there's no one here to admire the end product is beyond me . Know what I mean ?	1, 6	['1', ' 6']	1
You were so good .	8, 5	['8', ' 5']	8
It's a miracle .	7	['7']	7
When the war's over , [PERSON] .	2	['2']	2
The princess must not pick the polish from her nails .	3	['3']	3
If he pulls a gag about the run , we'll murder the guy .	1	['1']	1
Mr. [PERSON] , that sounds like a threat .	4	['4']	4
Well , this is more like it .	5	['5']	5
They can't do this to me .	4	['4']	4
Well , there's something I've always wanted to ask . Will [PERSON] ever become president ?	2	['2']	2
You know he's got the missiles . I know he's got the missiles .	1	['1']	1
You still serve that dull , grey stupidity .	3	['3']	3
I wonder how she likes it now , being ordered about by an ex-chorus girl .	3	['3']	3
I resolve you ... Absolve you !	8	['8']	8
What you have to ask is whether you will be able to resist him .	8, 4	['8', ' 4']	8
Let me take your coat .	8	['8']	8
If she was young and beautiful , I forgive you .	8, 6	['8', ' 6']	8
What did I tell you , [PERSON] ?	1	['1']	1
Tricks ?	2	['2']	2
Burglars !	1, 4	['1', ' 4']	1
That this could be the result of all I had committed my life to .	6	['6']	6
Fuck !	1	['1']	1
I don't know , maybe we're all just spooked .	4	['4']	4
Shoot him !	1	['1']	1
We can take blood from anything if it's coming to us .	2	['2']	2
[PERSON] , I have the most terrible news for you .	6	['6']	6
You gonna come in soon ?	2	['2']	2
She said I stabbed that son of a bitch plenty of times . 	1	['1']	1
What in the name of [LOCATION]'s balls are you doing out here alone , lady ?	4	['4']	4
Yesterday I was greatly amazed when I came from the market ... and found you'd made your bed , sir .	7	['7']	7
Come on , show yourself , you coward .	3	['3']	3
Tried to save a girl , kind of queered his mind too .	1	['1']	1
There's no time ...	6	['6']	6
Who do you think you are butting in like this ?	1	['1']	1
Don't tell me to take it easy !	1	['1']	1
No relatives , no friends .	1, 2	['1', ' 2']	1
Well , that's it for another day .	5	['5']	5
Hundreds and thousands of them died .	6	['6']	6
Perfect .	8, 5	['8', ' 5']	8
That's my old man , Kid .	8, 5	['8', ' 5']	8
You're a liar .	1, 3	['1', ' 3']	1
Tonight ? No , no . No feathers .	7	['7']	7
How do you know we can trust her ? She's had your fingers before , [PERSON] .	4	['4']	4
No , no , I will not go crawling back to that woman	3	['3']	3
I know something about the law ... and there's gonna be a law against you !	1	['1']	1
lmprovise .	8	['8']	8
My responsibility ?	1	['1']	1
OK , take me there .	2	['2']	2
[PERSON] equals [PERSON] .  This is [PERSON]'s handwriting . 	7	['7']	7
It can only blow up in our faces .	4	['4']	4
I swear . I don't know where you get it from . But you !	1	['1']	1
I love you , [PERSON] .	5	['5']	5
In this business , one should joke a little .	5	['5']	5
[PERSON] god - damn holy reverent shit !	3	['3']	3
Don't talk like that .	1	['1']	1
No , it isn't . Just because we aren't expecting resistance , don't relax on this one .	4	['4']	4
We know from our fancy telescopes that just in the last years , more than planets have been identified outside our solar system that seem to be far enough from their suns and dense enough that they might be able to support	8, 2, 7	['8', ' 2', ' 7']	8
Everybody thinks they're humorous , but they're not .	1	['1']	1
Mom , you must have had a bad dream , that's all .	4	['4']	4
Where is [PERSON] ?	1, 2	['1', ' 2']	1
Do you know how many people are dying ?	6, 7	['6', ' 7']	6
We must expose and punish it ...	2	['2']	2
Am I gonna see you in there ?	2	['2']	2
Drop it or the little shit's dead !	1	['1']	1
The show is about to commence .	2	['2']	2
I didn't even recognize her .	7	['7']	7
Not you . Not Agent [PERSON] . Me .	6	['6']	6
You should have killed me when you had the chance .	1	['1']	1
He must have killed a man .	2, 4, 6	['2', ' 4', ' 6']	2
I know he was your friend .	8	['8']	8
You'll stump to [LOCATION] with the rest of us .	1	['1']	1
Uh-oh .	4	['4']	4
The heavyweight champion is down !	7	['7']	7
Oh , [PERSON] , [PERSON] , it's happening .	4	['4']	4
Mrs. aglet , I apologize , But I guess I've always felt That these stories of demonic possession	1, 4	['1', ' 4']	1
Praise our Lord [PERSON] .	8, 5	['8', ' 5']	8
Hey , you two with the mileage upgrades , sit down .	1	['1']	1
Like what ?	7	['7']	7
Shoot her now .	1, 2	['1', ' 2']	1
How did you not disclose this , [PERSON] ?	1	['1']	1
Never forgets a bra size .	2	['2']	2
That is undoubtedly true .	8	['8']	8
You're going to set this whole place on fire .	4	['4']	4
I do .	8, 5	['8', ' 5']	8
When's the next ferry ?	2	['2']	2
I just got a great idea for the campaign . Can you come over ?	2	['2']	2
I'm gonna give you something to remember me by .	8, 5	['8', ' 5']	8
What are you jerking me around for ?	1	['1']	1
Do you know where you're going ? - This is it. ,	8, 5	['8', ' 5']	8
I can't do this .	4, 6	['4', ' 6']	4
It wasn't up to my mother .	1, 6	['1', ' 6']	1
They ended up deciding that , you know , I could go ahead and do the oral argument .	4, 5, 6	['4', ' 5', ' 6']	4
Did they hit you , [PERSON] ?	4	['4']	4
You know what we ought to do ? Steal the money for ourselves .	7	['7']	7
I guess everybody had given up hope , including the doctors .	6	['6']	6
Mr. [PERSON] was a major donor on Will's campaign .	8, 5	['8', ' 5']	8
